Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,Gls_T1,Gls_T2,FR,Gls_fh_T1,Gls_fh_T2,FHR,Gls_sh_T1,Gls_sh_T2,SHR,Gls_0_15_T1,Gls_16_30_T1,Gls_31_HT_T1,Gls_46_60_T1,Gls_61_75_T1,Gls_76_FT_T1,Gls_0_15_T2,Gls_16_30_T2,Gls_31_HT_T2,Gls_46_60_T2,Gls_61_75_T2,Gls_76_FT_T2,Coach_T1,Coach_T2,Poss_T1,Poss_T2,Svs_T1,Svs_T2,Crcl_svs_T1,Crcl_svs_T2,Pnt_T1,Pnt_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,FlsC_T1,FlsC_T2,Post_T1,Post_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,1st_yllw_crd_T1,1st_yllw_crd_T2,2nd_yllw_crd_T1,2nd_yllw_crd_T2,rd_crd_T1,rd_crd_T2,Fst_brk_T1,Fst_brk_T2,Crs_T1,Crs_T2,Lng_blls_T1,Lng_blls_T2,Atk_mddl_T1,Atk_mddl_T2,Atk_rght_T1,Atk_rght_T2,Atk_lft_T1,Atk_lft_T2,bet365_home_win,bet365_draw,bet365_away_win
2014-15,11,JUVENTUS,PARMA,09/11/2014,ALLIANZ STADIUM - TORINO,15:00,CARMINE RUSSO,7,0,H,3,0,H,4,0,H,0,2,1,2,0,2,0,0,0,0,0,0,Massimiliano Allegri,Roberto Donadoni,67%,33%,1,4,0,0,0 (0),0 (0),21,3,11,1,0,0,10,2,1,0,0,0,3,10,0,0,9,2,4,0,3,4,5,0,0,1,0,0,0,0,0,2,12,4,6,4,9,2,2,1,3,0,1.2,6,15
2014-15,11,PALERMO,UDINESE,09/11/2014,RENZO BARBERA - PALERMO,15:00,DANIELE DOVERI,1,1,D,1,1,D,0,0,D,0,0,1,0,0,0,1,0,0,0,0,0,Giuseppe Iachini,Andrea Stramaccioni,57%,43%,5,4,4,3,2 (1),0 (0),13,8,6,6,3,0,7,2,1,0,0,0,13,23,1,0,12,8,3,3,0,0,7,5,1,5,0,0,0,0,4,1,8,4,19,8,18,9,7,6,16,3,2.15,3.3,3.4
2014-15,11,FIORENTINA,NAPOLI,09/11/2014,ARTEMIO FRANCHI - FIRENZE,18:00,PAOLO VALERI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,1,0,Vincenzo Montella,Rafael Benitez,56%,44%,3,3,2,0,0 (0),0 (0),13,11,4,4,0,0,9,7,0,0,0,0,9,10,1,0,2,3,1,2,2,3,7,5,3,3,0,0,0,0,1,2,9,8,4,5,6,7,3,1,5,4,2.5,3.3,2.75
2014-15,11,INTER,HELLAS VERONA,09/11/2014,GIUSEPPE MEAZZA - MILANO,20:45,GIANLUCA ROCCHI,2,2,D,1,1,D,1,1,D,0,1,0,1,0,0,1,0,0,0,0,1,Walter Mazzarri,Andrea Mandorlini,59%,41%,7,3,2,1,0 (0),1 (0),11,17,7,10,1,4,4,7,1,1,0,0,10,11,2,1,6,6,3,6,2,1,5,8,0,2,1,0,0,0,1,2,11,9,15,6,5,5,4,1,2,6,1.45,4.5,6.5
2014-15,11,ROMA,TORINO,09/11/2014,OLIMPICO - ROMA,20:45,LUCA BANTI,3,0,H,2,0,H,1,0,H,1,1,0,1,0,0,0,0,0,0,0,0,Rudi Garcia,Gian Piero Ventura,57%,43%,4,5,1,1,0 (0),0 (0),12,10,9,4,2,0,3,6,0,2,0,0,12,10,1,0,7,1,7,2,2,3,2,5,1,2,0,0,0,0,6,5,5,8,7,8,10,4,5,5,4,5,1.44,4.33,7
2014-15,12,ATALANTA,ROMA,22/11/2014,GEWISS STADIUM - BERGAMO,18:00,DAVIDE MASSA,1,2,A,1,2,A,0,0,D,1,0,0,0,0,0,0,1,1,0,0,0,Stefano Colantuono,Rudi Garcia,47%,53%,0,0,0,0,0 (0),0 (0),8,4,2,2,0,0,6,2,2,0,0,0,27,16,1,0,4,3,2,1,2,2,3,3,3,5,0,0,1,0,8,4,16,7,16,10,3,4,5,2,4,3,4.5,3.4,1.83
2014-15,12,LAZIO,JUVENTUS,22/11/2014,OLIMPICO - ROMA,20:45,ANTONIO DAMATO,0,3,A,0,1,A,0,2,A,0,0,0,0,0,0,0,1,0,1,1,0,Stefano Pioli,Massimiliano Allegri,47%,53%,1,4,1,1,0 (0),0 (0),9,6,4,5,2,0,5,1,0,0,0,0,22,12,0,1,2,5,3,4,0,3,7,4,2,2,0,1,0,0,5,9,13,6,16,14,4,9,6,5,4,4,3.75,3.4,2
2014-15,12,TORINO,SASSUOLO,23/11/2014,OLIMPICO - TORINO,12:30,NICOLA RIZZOLI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,1,Gian Piero Ventura,Eusebio Di Francesco,54%,46%,4,5,0,1,1 (0),0 (0),8,10,5,5,1,0,3,5,0,1,0,0,16,12,0,0,5,4,1,1,5,1,6,4,2,3,0,0,0,0,7,0,14,9,2,14,6,7,4,2,3,1,1.83,3.5,4.33
2014-15,12,CESENA,SAMPDORIA,23/11/2014,OROGEL STADIUM - CESENA,15:00,ANDREA GERVASONI,1,1,D,0,0,D,1,1,D,0,0,0,1,0,0,0,0,0,0,0,1,Pierpaolo Bisoli,Sinisa Mihajlovic,44%,56%,5,2,3,0,0 (0),0 (0),5,16,4,7,2,0,1,9,0,1,0,0,19,12,1,2,2,10,0,4,2,2,4,4,2,0,0,0,0,0,7,3,24,21,8,10,5,11,8,11,14,8,4,3.3,1.95
2014-15,12,HELLAS VERONA,FIORENTINA,23/11/2014,MARCANTONIO BENTEGODI - VERONA,15:00,MARCO DI BELLO,1,2,A,1,1,D,0,1,A,0,0,1,0,0,0,0,1,0,0,1,0,Andrea Mandorlini,Vincenzo Montella,37%,63%,4,2,1,0,0 (0),0 (0),9,11,5,7,1,0,4,4,0,0,0,0,16,17,2,1,4,5,1,3,2,3,6,10,2,4,0,0,0,0,6,3,6,12,10,4,6,6,6,8,5,8,3.4,3.4,2.1
2014-15,12,NAPOLI,CAGLIARI,23/11/2014,SAN PAOLO - NAPOLI,15:00,DINO TOMMASI,3,3,D,2,1,H,1,2,A,1,1,0,0,1,0,0,0,1,1,1,0,Rafael Benitez,Zdenek Zeman,62%,38%,5,3,2,1,0 (0),0 (0),13,10,6,8,0,0,7,2,0,1,0,0,15,7,0,0,5,5,2,5,4,3,5,4,1,2,0,0,0,0,3,2,15,7,24,8,5,3,10,2,5,7,1.36,4.75,8.5
2014-15,12,PARMA,EMPOLI,23/11/2014,ENNIO TARDINI - PARMA,15:00,PIERO GIACOMELLI,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,0,0,1,1,0,0,Roberto Donadoni,Maurizio Sarri,53%,47%,4,3,1,2,0 (0),0 (0),9,9,4,6,1,0,5,3,0,0,0,0,15,15,1,0,1,2,5,5,6,1,6,10,4,1,0,0,0,0,2,2,10,4,21,8,0,5,2,1,5,3,2.15,3.4,3.3
2014-15,12,UDINESE,CHIEVOVERONA,23/11/2014,DACIA ARENA - STADIO FRIULI - UDINE,15:00,ANGELO CERVELLERA,1,1,D,1,0,H,0,1,A,0,0,1,0,0,0,0,0,0,0,1,0,Andrea Stramaccioni,Rolando Maran,52%,48%,4,2,2,1,0 (0),0 (0),8,12,3,5,0,0,5,7,1,0,0,0,8,11,0,0,3,6,1,2,1,6,3,5,3,2,0,0,0,0,6,3,13,11,16,9,7,2,3,1,2,1,1.85,3.4,4.33
2014-15,12,MILAN,INTER,23/11/2014,GIUSEPPE MEAZZA - MILANO,20:45,MARCO GUIDA,1,1,D,1,0,H,0,1,A,0,1,0,0,0,0,0,0,0,0,1,0,Filippo Inzaghi,Roberto Mancini,47%,53%,3,3,2,0,0 (0),0 (0),9,6,5,5,0,0,4,1,2,0,0,0,16,12,1,1,3,4,2,1,3,1,7,4,2,2,0,0,0,0,7,6,9,14,12,10,5,6,8,9,5,3,2.63,3.2,2.7
2014-15,12,GENOA,PALERMO,24/11/2014,LUIGI FERRARIS - GENOVA,20:45,MICHAEL FABBRI,1,1,D,1,1,D,0,0,D,0,1,0,0,0,0,1,0,0,0,0,0,Gian Piero Gasperini,Giuseppe Iachini,56%,44%,4,2,2,0,0 (0),0 (0),7,8,3,6,0,0,4,2,0,0,0,0,10,11,0,1,3,4,5,0,3,1,3,3,2,0,0,0,0,0,1,1,21,10,3,2,9,5,1,2,4,2,2.15,3.3,3.4
2014-15,13,SASSUOLO,HELLAS VERONA,29/11/2014,MAPEI STADIUM - REGGIO EMILIA,18:00,DANIELE DOVERI,2,1,H,0,1,A,2,0,H,0,0,0,1,0,1,1,0,0,0,0,0,Eusebio Di Francesco,Andrea Mandorlini,53%,47%,0,3,0,0,0 (0),0 (0),11,9,5,1,1,1,6,8,0,1,0,0,17,18,1,0,4,1,3,0,2,6,9,5,4,3,0,0,0,0,1,2,16,8,9,29,5,3,7,3,5,5,2,3.5,3.6
2014-15,13,CHIEVOVERONA,LAZIO,29/11/2014,MARCANTONIO BENTEGODI - VERONA,20:45,LUCA BANTI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Rolando Maran,Stefano Pioli,41%,59%,3,0,1,0,0 (0),0 (0),1,8,0,3,0,0,1,5,0,0,0,0,8,8,0,0,1,2,0,3,3,5,0,13,1,0,0,0,0,0,0,1,6,10,19,8,1,1,0,2,0,1,3.75,3.3,2.1
2014-15,13,CAGLIARI,FIORENTINA,30/11/2014,SANT'ELIA - CAGLIARI,15:00,GIANPAOLO CALVARESE,0,4,A,0,1,A,0,3,A,0,0,0,0,0,0,0,1,0,1,2,0,Zdenek Zeman,Vincenzo Montella,50%,50%,2,6,2,6,0 (0),0 (0),9,12,6,7,0,1,3,5,1,0,0,0,16,18,0,1,6,2,3,1,6,5,6,6,2,2,0,0,0,0,2,7,10,12,7,12,7,11,4,5,8,5,3.8,3.5,2
2014-15,13,CESENA,GENOA,30/11/2014,OROGEL STADIUM - CESENA,15:00,CARMINE RUSSO,0,3,A,0,3,A,0,0,D,0,0,0,0,0,0,2,0,1,0,0,0,Pierpaolo Bisoli,Gian Piero Gasperini,45%,55%,3,2,3,2,1 (0),1 (0),9,10,4,6,1,2,5,4,1,1,0,0,13,13,2,1,2,8,0,3,2,4,4,10,3,2,0,0,0,0,5,4,16,11,13,7,4,6,7,6,7,13,3.4,3.2,2.25
2014-15,13,EMPOLI,ATALANTA,30/11/2014,CARLO CASTELLANI - EMPOLI,15:00,SEBASTIANO PERUZZO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Maurizio Sarri,Stefano Colantuono,61%,39%,0,3,0,1,0 (0),0 (0),11,6,4,1,0,0,7,5,0,0,0,0,12,17,1,0,1,1,3,0,0,0,9,2,2,3,0,0,0,0,1,0,2,11,4,6,5,4,3,0,5,0,2.1,3.4,3.6
2014-15,13,MILAN,UDINESE,30/11/2014,GIUSEPPE MEAZZA - MILANO,15:00,PAOLO VALERI,2,0,H,0,0,D,2,0,H,0,0,0,1,1,0,0,0,0,0,0,0,Filippo Inzaghi,Andrea Stramaccioni,58%,42%,0,3,0,1,1 (1),0 (0),14,3,6,0,2,0,8,3,1,0,0,0,8,11,1,0,6,1,1,0,0,1,7,0,0,2,1,0,0,1,2,3,12,1,2,10,4,5,10,3,9,3,1.62,3.75,6
2014-15,13,PALERMO,PARMA,30/11/2014,RENZO BARBERA - PALERMO,15:00,MASSIMILIANO IRRATI,2,1,H,1,1,D,1,0,H,0,0,1,0,1,0,0,0,1,0,0,0,Giuseppe Iachini,Roberto Donadoni,50%,50%,4,2,2,1,0 (0),0 (0),12,13,5,5,1,1,7,8,0,1,0,0,18,17,1,0,9,11,4,5,1,3,9,2,1,1,1,1,0,0,0,2,9,7,16,6,9,12,4,6,17,9,1.85,3.6,4.5
2014-15,13,JUVENTUS,TORINO,30/11/2014,ALLIANZ STADIUM - TORINO,18:00,DANIELE ORSATO,2,1,H,1,1,D,1,0,H,0,0,1,0,0,1,0,1,0,0,0,0,Massimiliano Allegri,Gian Piero Ventura,58%,42%,4,1,0,0,1 (1),0 (0),11,10,3,5,1,0,8,5,0,0,0,0,17,13,0,0,7,5,1,1,1,1,8,4,1,4,1,0,0,0,1,6,12,6,2,8,7,4,1,3,2,2,1.3,5,13
2014-15,13,ROMA,INTER,30/11/2014,OLIMPICO - ROMA,20:45,PAOLO SILVIO MAZZOLENI,4,2,H,1,1,D,3,1,H,0,1,0,2,0,1,0,0,1,1,0,0,Rudi Garcia,Roberto Mancini,54%,46%,2,2,1,0,0 (0),0 (0),13,8,6,4,1,0,7,4,1,0,0,0,11,12,0,0,8,2,6,3,9,4,7,4,1,4,0,0,0,0,7,2,5,8,12,15,4,6,15,4,5,3,1.75,3.75,4.75
2014-15,13,SAMPDORIA,NAPOLI,01/12/2014,LUIGI FERRARIS - GENOVA,21:00,GIANLUCA ROCCHI,1,1,D,0,0,D,1,1,D,0,0,0,1,0,0,0,0,0,0,0,1,Sinisa Mihajlovic,Rafael Benitez,50%,50%,2,3,0,0,0 (0),0 (0),11,13,4,3,2,0,7,10,0,1,0,0,16,21,0,0,1,2,1,4,2,1,10,6,4,2,0,1,0,0,0,1,5,12,9,5,4,5,2,4,3,5,3.3,3.4,2.2
2014-15,14,FIORENTINA,JUVENTUS,05/12/2014,ARTEMIO FRANCHI - FIRENZE,20:45,NICOLA RIZZOLI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Vincenzo Montella,Massimiliano Allegri,49%,51%,2,1,0,0,0 (0),0 (0),6,6,1,2,0,0,5,4,1,0,0,0,11,13,0,0,0,0,2,0,1,1,4,5,2,3,0,0,0,0,0,1,5,4,8,8,4,4,4,1,0,6,3.8,3.4,2.05
2014-15,14,ROMA,SASSUOLO,06/12/2014,OLIMPICO - ROMA,18:00,MASSIMILIANO IRRATI,2,2,D,0,2,A,2,0,H,0,0,0,0,0,2,1,1,0,0,0,0,Rudi Garcia,Eusebio Di Francesco,70%,30%,1,2,1,0,1 (1),0 (0),11,4,5,3,2,0,6,1,1,1,0,0,15,13,1,0,5,4,4,1,1,2,11,1,2,2,1,1,0,0,5,8,9,2,10,15,2,4,8,2,12,4,1.33,5.25,9
2014-15,14,TORINO,PALERMO,06/12/2014,OLIMPICO - TORINO,20:45,PIERO GIACOMELLI,2,2,D,1,2,A,1,0,H,0,0,1,0,1,0,0,1,1,0,0,0,Gian Piero Ventura,Giuseppe Iachini,61%,39%,0,4,0,0,0 (0),0 (0),16,5,6,2,0,0,10,3,0,0,0,0,8,18,0,0,8,2,1,2,6,2,6,1,1,3,0,0,0,0,3,2,6,1,5,4,7,3,2,0,6,0,1.91,3.3,4.5
2014-15,14,NAPOLI,EMPOLI,07/12/2014,SAN PAOLO - NAPOLI,12:30,ANGELO CERVELLERA,2,2,D,0,1,A,2,1,H,0,0,0,0,2,0,0,1,0,1,0,0,Rafael Benitez,Maurizio Sarri,55%,45%,2,9,0,2,0 (0),0 (0),14,9,11,4,0,0,3,5,1,0,0,0,14,13,0,0,5,5,1,3,4,1,9,2,2,2,0,0,0,0,5,4,14,2,25,9,4,8,6,4,12,3,1.33,5,10
2014-15,14,ATALANTA,CESENA,07/12/2014,GEWISS STADIUM - BERGAMO,15:00,MARCO DI BELLO,3,2,H,1,2,A,2,0,H,0,0,1,2,0,0,0,0,2,0,0,0,Stefano Colantuono,Pierpaolo Bisoli,58%,42%,1,2,0,0,0 (0),0 (0),17,5,7,3,1,0,10,2,0,0,0,0,24,25,2,0,9,2,1,0,2,0,4,3,3,5,0,0,0,0,5,4,13,7,8,3,6,5,3,2,6,4,1.62,3.6,6.5
2014-15,14,GENOA,MILAN,07/12/2014,LUIGI FERRARIS - GENOVA,15:00,PAOLO TAGLIAVENTO,1,0,H,1,0,H,0,0,D,0,0,1,0,0,0,0,0,0,0,0,0,Gian Piero Gasperini,Filippo Inzaghi,46%,54%,7,5,2,1,0 (0),0 (0),8,9,6,7,0,0,2,2,0,0,0,0,13,11,0,0,3,4,0,1,0,2,12,10,3,2,0,0,0,0,7,3,9,10,7,8,7,8,3,2,8,3,3.1,3.25,2.4
2014-15,14,PARMA,LAZIO,07/12/2014,ENNIO TARDINI - PARMA,15:00,MARCO GUIDA,1,2,A,1,1,D,0,1,A,0,0,1,0,0,0,0,0,1,1,0,0,Roberto Donadoni,Stefano Pioli,45%,55%,2,0,0,0,0 (0),0 (0),5,10,2,5,0,2,3,5,1,0,0,0,18,26,1,1,3,3,6,6,2,2,1,3,4,4,0,0,0,0,1,2,3,6,12,3,2,0,1,4,2,4,3.6,3.4,2.1
2014-15,14,INTER,UDINESE,07/12/2014,GIUSEPPE MEAZZA - MILANO,20:45,ANDREA GERVASONI,1,2,A,1,0,H,0,2,A,0,0,1,0,0,0,0,0,0,1,1,0,Roberto Mancini,Andrea Stramaccioni,62%,38%,4,2,0,0,0 (0),0 (0),7,14,4,6,0,0,3,8,0,2,0,0,10,9,1,0,3,4,1,0,4,5,9,4,2,1,0,0,0,0,3,5,13,6,10,14,3,4,6,4,4,6,1.5,4,7.5
2014-15,14,CAGLIARI,CHIEVOVERONA,08/12/2014,SANT'ELIA - CAGLIARI,19:00,MAURIZIO MARIANI,0,2,A,0,2,A,0,0,D,0,0,0,0,0,0,2,0,0,0,0,0,Zdenek Zeman,Rolando Maran,55%,45%,3,2,3,1,0 (0),0 (0),6,9,2,5,0,0,4,4,0,0,0,0,22,25,0,0,1,3,0,1,4,1,6,3,7,3,0,0,0,0,5,5,11,4,11,12,4,6,11,6,4,1,1.85,3.6,4.33
2014-15,14,HELLAS VERONA,SAMPDORIA,08/12/2014,MARCANTONIO BENTEGODI - VERONA,21:00,DINO TOMMASI,1,3,A,1,1,D,0,2,A,0,0,1,0,0,0,0,0,1,1,1,0,Andrea Mandorlini,Sinisa Mihajlovic,42%,58%,4,5,3,0,0 (0),1 (1),12,11,6,8,0,1,6,3,0,0,0,0,15,19,0,1,7,8,5,3,3,1,10,4,2,3,0,0,1,0,5,8,7,6,24,14,2,6,3,4,3,2,2.7,3.25,2.7
2014-15,15,PALERMO,SASSUOLO,13/12/2014,RENZO BARBERA - PALERMO,18:00,FABIO MARESCA,2,1,H,1,0,H,1,1,D,1,0,0,0,0,1,0,0,0,0,0,1,Giuseppe Iachini,Eusebio Di Francesco,46%,54%,6,2,1,2,0 (0),0 (0),11,13,4,7,0,0,7,6,0,0,0,0,16,8,0,0,10,12,8,3,2,2,4,4,1,3,0,0,0,2,3,1,6,6,13,9,13,23,5,8,15,3,2.05,3.5,3.6
2014-15,15,LAZIO,ATALANTA,13/12/2014,OLIMPICO - ROMA,20:45,GIANLUCA ROCCHI,3,0,H,0,0,D,3,0,H,0,0,0,1,1,1,0,0,0,0,0,0,Stefano Pioli,Stefano Colantuono,58%,42%,1,6,0,2,0 (0),0 (0),17,4,9,1,0,0,8,3,1,0,0,0,16,11,0,0,7,0,5,1,1,0,9,3,0,2,0,0,0,0,5,1,14,5,2,23,6,5,13,1,7,2,1.57,3.8,6.5
2014-15,15,JUVENTUS,SAMPDORIA,14/12/2014,ALLIANZ STADIUM - TORINO,12:30,DANIELE DOVERI,1,1,D,1,0,H,0,1,A,1,0,0,0,0,0,0,0,0,1,0,0,Massimiliano Allegri,Sinisa Mihajlovic,62%,38%,2,7,1,0,0 (0),0 (0),16,6,9,3,0,0,7,3,0,0,0,0,15,9,0,0,10,2,2,0,4,2,8,4,2,5,0,0,0,0,3,3,15,4,5,10,11,3,4,1,6,0,1.36,4.75,9
2014-15,15,GENOA,ROMA,14/12/2014,LUIGI FERRARIS - GENOVA,15:00,LUCA BANTI,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,0,0,1,0,0,0,Gian Piero Gasperini,Rudi Garcia,36%,64%,6,1,1,0,0 (0),1 (0),3,17,1,7,0,1,2,10,0,0,0,0,7,13,0,0,1,7,0,8,2,3,5,6,2,3,0,0,1,0,2,2,4,13,7,2,4,7,1,5,2,7,3.6,3.5,2.05
2014-15,15,PARMA,CAGLIARI,14/12/2014,ENNIO TARDINI - PARMA,15:00,PAOLO VALERI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Roberto Donadoni,Zdenek Zeman,48%,52%,4,0,0,0,0 (0),0 (0),5,8,0,4,0,0,5,4,1,1,0,0,23,18,0,0,1,1,2,5,1,0,4,3,3,4,0,0,0,0,2,3,5,3,13,6,1,2,1,3,0,3,2.25,3.5,3.1
2014-15,15,UDINESE,HELLAS VERONA,14/12/2014,DACIA ARENA - STADIO FRIULI - UDINE,15:00,SEBASTIANO PERUZZO,1,2,A,1,1,D,0,1,A,0,0,1,0,0,0,0,0,1,1,0,0,Andrea Stramaccioni,Andrea Mandorlini,54%,46%,2,5,1,0,0 (0),0 (0),9,6,6,4,0,0,3,2,1,0,0,0,13,10,0,0,3,6,1,0,0,1,1,6,2,5,0,0,0,0,5,6,12,2,15,15,7,1,4,2,4,3,1.95,3.6,3.8
2014-15,15,CESENA,FIORENTINA,14/12/2014,OROGEL STADIUM - CESENA,18:00,DANIELE ORSATO,1,4,A,0,1,A,1,3,A,0,0,0,1,0,0,0,0,1,1,0,2,Domenico Di Carlo,Vincenzo Montella,37%,63%,2,0,1,0,0 (0),0 (0),4,10,0,6,0,2,4,4,0,0,0,0,16,12,0,0,0,3,0,1,4,5,3,5,2,1,1,0,0,0,3,7,11,17,13,9,5,11,2,12,9,13,7.5,3.8,1.53
2014-15,15,MILAN,NAPOLI,14/12/2014,GIUSEPPE MEAZZA - MILANO,20:45,ANTONIO DAMATO,2,0,H,1,0,H,1,0,H,1,0,0,1,0,0,0,0,0,0,0,0,Filippo Inzaghi,Rafael Benitez,52%,48%,7,1,0,0,0 (0),0 (0),7,12,3,7,0,0,4,5,0,0,0,0,10,17,0,0,5,5,2,1,3,1,3,5,3,2,0,0,0,0,2,3,7,16,7,9,3,5,5,2,5,5,2.8,3.4,2.5
2014-15,15,EMPOLI,TORINO,15/12/2014,CARLO CASTELLANI - EMPOLI,19:00,GIANPAOLO CALVARESE,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Maurizio Sarri,Gian Piero Ventura,49%,51%,3,5,0,0,0 (0),0 (0),10,5,5,3,1,0,5,2,0,0,0,0,10,15,0,0,0,0,1,2,2,8,10,2,2,3,0,1,0,0,2,0,12,6,6,11,11,4,2,2,3,4,2.4,3.1,3.2
2014-15,15,CHIEVOVERONA,INTER,15/12/2014,MARCANTONIO BENTEGODI - VERONA,21:00,DAVIDE MASSA,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,0,1,0,1,0,0,Rolando Maran,Roberto Mancini,39%,61%,5,3,1,2,0 (0),0 (0),5,13,4,7,0,1,1,6,0,0,0,0,16,20,1,0,3,5,0,3,6,1,7,12,4,1,0,0,1,0,4,5,15,14,9,17,2,11,4,3,2,4,4.2,3.4,1.95
2014-15,16,CAGLIARI,JUVENTUS,18/12/2014,SANT'ELIA - CAGLIARI,19:00,PAOLO SILVIO MAZZOLENI,1,3,A,0,2,A,1,1,D,0,0,0,0,1,0,2,0,0,1,0,0,Zdenek Zeman,Massimiliano Allegri,40%,60%,5,4,5,1,0 (0),0 (0),11,10,5,8,0,0,6,2,0,1,0,0,17,6,0,0,2,2,1,0,1,1,8,6,4,0,0,0,0,0,4,1,13,17,7,10,6,11,5,6,8,6,8,4.5,1.4
2014-15,16,NAPOLI,PARMA,18/12/2014,SAN PAOLO - NAPOLI,21:00,MARCO DI BELLO,2,0,H,2,0,H,0,0,D,0,2,0,0,0,0,0,0,0,0,0,0,Rafael Benitez,Roberto Donadoni,57%,43%,0,5,0,3,1 (1),0 (0),14,4,7,1,1,0,7,3,2,1,0,0,9,15,0,1,8,1,2,1,4,1,3,2,1,4,0,0,0,0,2,0,19,1,10,14,8,4,7,0,6,0,1.33,5,9
2014-15,16,SASSUOLO,CESENA,20/12/2014,MAPEI STADIUM - REGGIO EMILIA,18:00,ANGELO CERVELLERA,1,1,D,0,0,D,1,1,D,0,0,0,1,0,0,0,0,0,0,0,1,Eusebio Di Francesco,Domenico Di Carlo,51%,49%,1,10,1,0,1 (1),0 (0),13,4,11,2,1,0,2,2,0,0,0,0,15,15,0,0,6,4,0,2,1,2,13,5,4,1,0,0,0,0,4,3,14,10,3,12,7,3,8,2,5,5,1.53,4,7
2014-15,16,ROMA,MILAN,20/12/2014,OLIMPICO - ROMA,20:45,NICOLA RIZZOLI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Rudi Garcia,Filippo Inzaghi,59%,41%,7,5,0,2,0 (0),0 (0),6,9,5,7,1,0,1,2,0,0,0,0,16,21,0,0,4,1,2,0,1,3,10,2,4,2,0,1,0,0,6,7,14,3,19,17,2,4,8,1,8,6,1.75,3.8,4.75
2014-15,16,HELLAS VERONA,CHIEVOVERONA,21/12/2014,MARCANTONIO BENTEGODI - VERONA,12:30,ANDREA GERVASONI,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,1,Andrea Mandorlini,Rolando Maran,52%,48%,3,5,1,0,0 (0),0 (0),12,9,5,4,0,0,7,5,0,0,0,0,16,14,0,0,2,3,2,1,2,0,5,5,3,2,0,0,0,0,5,4,14,9,20,11,6,5,5,3,2,2,2.38,3.2,3.2
2014-15,16,ATALANTA,PALERMO,21/12/2014,GEWISS STADIUM - BERGAMO,15:00,DANIELE ORSATO,3,3,D,1,3,A,2,0,H,0,0,1,1,0,1,1,1,1,0,0,0,Stefano Colantuono,Giuseppe Iachini,53%,47%,3,2,0,0,1 (1),0 (0),9,9,6,6,1,0,3,3,0,1,0,0,16,17,1,0,5,4,0,2,4,0,3,6,5,2,0,0,0,0,1,4,16,5,9,3,6,4,1,2,3,4,2.3,3.2,3.3
2014-15,16,FIORENTINA,EMPOLI,21/12/2014,ARTEMIO FRANCHI - FIRENZE,15:00,CARMINE RUSSO,1,1,D,1,0,H,0,1,A,0,0,1,0,0,0,0,0,0,1,0,0,Vincenzo Montella,Maurizio Sarri,58%,42%,4,5,0,1,0 (0),0 (0),16,8,7,5,0,0,9,3,0,0,0,0,11,14,1,0,5,3,2,1,4,3,11,3,3,4,0,0,0,0,0,0,9,3,6,4,7,5,3,1,4,3,1.45,4.2,8
2014-15,16,SAMPDORIA,UDINESE,21/12/2014,LUIGI FERRARIS - GENOVA,15:00,MASSIMILIANO IRRATI,2,2,D,1,2,A,1,0,H,1,0,0,1,0,0,0,0,2,0,0,0,Sinisa Mihajlovic,Andrea Stramaccioni,59%,41%,2,4,0,0,0 (0),0 (0),13,8,6,5,0,0,7,3,0,0,0,0,15,22,0,1,5,5,2,1,4,3,13,5,3,4,0,1,0,0,1,1,19,7,10,5,8,3,3,3,1,2,1.85,3.5,4.5
2014-15,16,TORINO,GENOA,21/12/2014,OLIMPICO - TORINO,15:00,DINO TOMMASI,2,1,H,0,1,A,2,0,H,0,0,0,1,1,0,0,0,1,0,0,0,Gian Piero Ventura,Gian Piero Gasperini,46%,54%,4,3,0,1,0 (0),0 (0),9,10,6,5,1,0,3,5,0,0,0,0,22,18,1,0,8,5,1,0,4,0,3,4,1,4,0,0,0,0,6,0,7,3,12,3,9,5,1,1,5,0,2,3.3,3.8
