Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,PssC_T1,PssC_T2,PssC_%_T1,PssC_%_T2,LngP_T1,LngP_T2,MdmP_T1,MdmP_T2,ShrP_T1,ShrP_T2,BuP_T1,BuP_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2018-2019,1,CHIEVOVERONA,JUVENTUS,18/08/2018,STADIUM MARCANTONIO BENTEGODI,18:00:00,FABRIZIO  PASQUA,ALESSANDRO  COSTANZO,STEFANO  LIBERTI,JUAN LUCA  SACCHI,PAOLO SILVIO  MAZZOLENI,ALFONSO MARRAZZO,2,3,A,LORENZO D'ANNA,MASSIMILIANO ALLEGRI,4-5-1,4-2-3-1,97'56,51'18,0.52,13'24 (26%),8'21 (62%),5'03 (38%),37'54 (74%),14'43 (39%),23'11 (61%),1'33,1'21,2'33,3'24,2'30,2'02,6'32,7'27,7'24,6'14,4'39,5'38,6,22,2(2),11(2),1,1,2,7,4,11,8,0,2,16,1,2,1,3,0,8,7,9,215,634,0.76,0.91,16,47,62,229,137,358,15,32,15,23,1 (1),0 (0),113.268,27.073,78.197,7.998,106.714,30.341,68.854,7.519,6.9,6.5,10 (37%),1 (4%),16 (59%),34 (54%),6 (9%),23 (37%),0/0,0/2,2/2,1/2,1/1,1/1,1/3,0/2,7/10,2/3,0/5,1/3,EMANUELE GIACCHERINI,17,FEDERICO BERNARDESCHI,33,13.0,5.75,1.25
2018-2019,1,LAZIO,NAPOLI,18/08/2018,STADIUM OLIMPICO,20:30:00,LUCA  BANTI,LORENZO  MANGANELLI,FILIPPO  VALERIANI,GIANLUCA  MANGANIELLO,GIANLUCA  ROCCHI,ELENITO DI LIBERATORE,1,2,A,SIMONE INZAGHI,CARLO ANCELOTTI,5-3-1-1,4-3-3,97'16,57'46,0.59,23'02 (40%),12'46 (55%),10'16 (45%),34'44 (60%),18'07 (52%),16'37 (48%),5'21,4'56,2'39,1'57,3'12,4'56,4'32,5'33,5'23,6'55,6'10,6'11,9,11,5(1),6(2),0,0,5,4,4,5,2,2,5,7,1,2,4,2,4,7,8,5,336,663,0.77,0.86,26,35,107,187,203,441,16,28,15,18,0 (0),0 (0),115.811,26.898,80.241,8.672,111.186,29.252,72.504,9.43,7.0,6.9,24 (60%),7 (17%),9 (23%),23 (43%),13 (24%),18 (33%),1/2,0/1,0/1,2/2,0/0,0/0,1/1,0/1,2/2,1/2,2/2,1/1,CIRO IMMOBILE,17,LORENZO INSIGNE,24,2.8,3.4,2.5
2018-2019,1,TORINO,ROMA,19/08/2018,STADIUM OLIMPICO GRANDE TORINO,18:00:00,MARCO  DI BELLO,FABRIZIO  POSADO,PASQUALE  DE MEO,EUGENIO  ABBATTISTA,DAVIDE  MASSA,MAURO TONOLINI,0,1,A,WALTER MAZZARRI,EUSEBIO DI FRANCESCO,3-5-2,4-3-3,99'28,49'50,0.5,24'56 (50%),14'41 (59%),10'15 (41%),24'54 (50%),12'05 (49%),12'49 (51%),2'56,3'49,5'14,3'07,4'26,5'24,3'34,5'57,6'45,1'35,3'54,3'09,8,16,5(0),13(1),0,0,2,11,3,3,5,4,6,9,0,1,2,1,6,5,10,14,232,364,0.71,0.8,34,31,66,145,132,188,17,24,20,21,0 (0),0 (0),105.98,30.057,66.95,8.973,103.048,31.005,63.237,8.806,6.4,6.3,22 (52%),6 (15%),14 (33%),15 (26%),14 (24%),29 (50%),0/0,2/3,4/7,0/2,0/0,0/0,0/2,2/3,0/0,2/4,0/0,0/1,IAGO FALQUE,14,EDIN DZEKO,9,3.5,3.5,2.1
2018-2019,1,BOLOGNA,SPAL,19/08/2018,STADIUM RENATO DALL'ARA,20:30:00,PIERO  GIACOMELLI,EMANUELE  PRENNA,MATTEO  BOTTEGONI,ANTONIO  RAPUANO,LUIGI  NASCA,GIANLUCA VUOTO,0,1,A,FILIPPO INZAGHI,LEONARDO SEMPLICI,3-5-2,3-5-2,95'13,61'25,0.65,26'27 (43%),17'33 (66%),8'54 (34%),34'58 (57%),24'27 (70%),10'31 (30%),4'52,3'03,5'30,3'35,3'07,6'20,4'13,5'30,6'30,7'45,5'03,5'56,8,10,3(0),5(1),0,0,1,3,5,5,4,2,4,4,0,0,4,0,7,0,16,11,268,446,0.72,0.83,29,30,113,147,126,269,25,27,24,21,0 (0),0 (0),112.412,29.2,73.72,9.492,109.117,30.134,71.046,7.937,6.8,6.7,25 (44%),9 (16%),23 (40%),14 (30%),13 (29%),19 (41%),1/1,2/4,5/7,2/3,0/0,0/0,0/0,2/4,1/1,2/3,0/0,0/0,RODRIGO PALACIO,24,JASMIN KURTIC,19,2.25,3.2,3.4
2018-2019,1,EMPOLI,CAGLIARI,19/08/2018,STADIUM CARLO CASTELLANI,20:30:00,DANIELE  CHIFFI,MATTEO  PASSERI,MAURO  GALETTO,DAVIDE  GHERSINI,LUCA  PAIRETTO,ALESSIO TOLFO,2,0,H,AURELIO ANDREAZZOLI,ROLANDO MARAN,4-3-1-2,4-3-1-2,96'41,48'14,0.5,24'29 (51%),13'58 (57%),10'31 (43%),23'45 (49%),12'52 (54%),10'53 (46%),5'28,3'07,3'35,2'49,3'02,6'28,2'58,4'21,3'48,3'52,4'00,4'45,9,12,4(2),5(0),0,1,4,2,5,7,4,2,6,4,1,0,5,0,6,6,19,19,298,382,0.75,0.78,28,34,100,137,170,211,13,21,23,28,0 (0),0 (0),112.154,28.377,75.074,8.703,112.361,26.433,77.217,8.711,6.9,6.8,24 (56%),4 (9%),15 (35%),23 (35%),14 (21%),29 (44%),0/0,0/1,1/2,2/3,0/0,0/0,0/1,0/1,2/4,5/8,0/0,0/0,MIHA ZAJC,6,LEONARDO PAVOLETTI,30,2.14,3.2,3.6
2018-2019,1,PARMA,UDINESE,19/08/2018,STADIUM ENNIO TARDINI,20:30:00,GIANPAOLO  CALVARESE,ANTONIO  SANTORO,MARCO  BRESMES,ANTONIO  DI MARTINO,GIANLUCA  AURELIANO,GIORGIO SCHENONE,2,2,D,ROBERTO D'AVERSA,JULIO VELAZQUEZ,4-3-3,4-3-3,94'17,46'23,0.49,21'54 (47%),9'48 (45%),12'06 (55%),24'29 (53%),10'36 (43%),13'53 (57%),3'31,6'09,2'44,3'56,2'52,2'42,4'52,2'34,4'05,4'34,2'11,6'13,9,16,6(2),6(2),0,1,5,5,3,10,2,2,7,6,0,1,1,0,4,5,10,13,293,379,0.77,0.88,60,29,144,154,89,196,27,35,17,16,0 (0),1 (1),105.449,28.043,69.438,7.968,106.507,29.091,69.323,8.093,6.6,6.6,25 (51%),8 (16%),16 (33%),14 (25%),6 (11%),36 (64%),0/1,0/0,2/3,3/3,3/4,1/1,1/1,0/0,3/4,4/7,0/1,2/4,ANTONINO BARILLA',17,SEKO FOFANA,6,2.45,3.3,2.9
2018-2019,1,SASSUOLO,INTER,19/08/2018,STADIUM MAPEI STADIUM,20:30:00,MAURIZIO  MARIANI,CIRO  CARBONE,SERGIO  RANGHETTI,ALEANDRO  DI PAOLO,PAOLO  VALERI,STEFANO DEL GIOVANE,1,0,H,ROBERTO DE ZERBI,LUCIANO SPALLETTI,4-3-3,4-2-3-1,95'03,52'40,0.55,24'02 (46%),14'53 (62%),9'09 (38%),28'38 (54%),13'44 (48%),14'54 (52%),6'39,2'48,3'57,2'52,3'42,4'04,2'17,4'41,4'57,5'46,3'57,7'00,7,11,5(1),4(0),1,0,5,3,2,7,4,2,4,7,0,0,3,1,4,4,23,11,300,508,0.79,0.86,24,15,99,182,177,311,18,21,16,17,1 (1),0 (0),109.921,28.458,72.993,8.47,106.395,28.613,69.059,8.723,6.8,6.5,16 (41%),10 (26%),13 (33%),26 (43%),12 (20%),22 (37%),0/0,1/2,0/1,1/1,0/0,1/1,2/3,1/2,2/3,3/6,2/4,1/3,DOMENICO BERARDI,25,STEFAN DE VRIJ,6,5.5,4.0,1.61
2018-2019,1,ATALANTA,FROSINONE,20/08/2018,STADIUM ATLETI AZZURRI D'ITALIA,20:30:00,MARCO  PICCININI,FABIANO  PRETI,DOMENICO  ROCCA,ROSARIO  ABISSO,MICHAEL  FABBRI,ALESSANDRO LO CICERO,4,0,H,GIAN PIERO GASPERINI,MORENO LONGO,3-4-1-2,3-5-2,95'00,50'24,0.53,30'46 (61%),14'19 (47%),16'27 (53%),19'38 (39%),13'41 (70%),5'57 (30%),5'49,5'11,4'02,7'03,4'05,4'36,2'38,3'49,2'53,2'26,2'50,5'02,16,6,10(4),1(0),0,0,8,1,6,5,0,6,14,2,3,0,6,3,4,4,14,10,486,355,0.85,0.78,22,37,161,137,303,181,32,22,22,20,0 (0),0 (0),111.275,27.73,74.053,9.492,109.199,27.552,73.453,8.194,7.1,6.9,32 (46%),6 (9%),31 (45%),18 (43%),8 (19%),16 (38%),1/1,1/2,5/5,1/1,0/0,0/0,0/2,1/2,3/4,1/4,0/0,0/0,ALEJANDRO GOMEZ,10,CAMILLO CIANO,28,1.36,4.5,11.0
2018-2019,1,SAMPDORIA,FIORENTINA,19/09/2018,STADIUM LUIGI FERRARIS,19:00:00,FABIO  MARESCA,VALENTINO  FIORITO,DAMIANO  DI IORIO,LUCA  PAIRETTO,DAVIDE  MASSA,STEFANO ALASSIO,1,1,D,MARCO GIAMPAOLO,STEFANO PIOLI,4-3-1-2,4-3-3,93'10,46'43,0.5,26'13 (56%),11'26 (44%),14'47 (56%),20'30 (44%),13'47 (67%),6'43 (33%),3'40,5'27,3'42,3'35,3'45,6'04,4'40,4'27,2'53,2'45,2'08,3'37,8,14,4(1),9(1),2,1,1,6,4,5,8,2,7,15,1,1,3,1,4,6,14,15,452,261,0.81,0.74,12,23,122,101,318,137,35,29,20,13,0 (0),0 (0),101.1,28.977,64.191,7.932,103.314,28.815,66.884,7.615,6.3,6.5,15 (27%),11 (20%),29 (53%),13 (39%),4 (13%),16 (48%),0/0,1/3,4/4,0/3,0/0,0/0,0/0,1/3,2/6,3/8,0/0,0/0,GIANLUCA CAPRARI,17,GIOVANNI SIMEONE,9,2.87,3.25,2.54
2018-2019,1,MILAN,GENOA,31/10/2018,STADIUM GIUSEPPE MEAZZA,20:30:00,FABRIZIO  PASQUA,GIACOMO  PAGANESSI,DAMIANO  DI IORIO,GIANLUCA  MANGANIELLO,PAOLO SILVIO  MAZZOLENI,LUCA MONDIN,2,1,H,GENNARO GATTUSO,IVAN JURIC,4-4-2,3-5-2,93'33,52'15,0.56,31'55 (61%),15'32 (49%),16'23 (51%),20'20 (39%),9'26 (46%),10'54 (54%),4'58,7'24,2'39,5'00,3'58,7'56,3'35,2'58,4'45,3'20,2'58,2'44,19,7,10(2),2(0),1,0,4,1,9,5,2,8,11,4,0,0,1,0,7,2,11,17,464,309,0.9,0.82,31,21,197,93,236,195,31,26,14,15,0 (0),0 (0),107.802,29.316,70.837,7.649,108.66,27.889,72.693,8.078,6.6,6.7,17 (32%),10 (19%),26 (49%),23 (53%),4 (10%),16 (37%),0/0,1/2,2/2,1/1,0/2,1/2,1/1,1/2,2/3,3/4,1/1,0/1,SUSO,8,KRZYSZTOF PIATEK,9,1.44,4.5,7.5
2018-2019,2,JUVENTUS,LAZIO,25/08/2018,STADIUM ALLIANZ STADIUM,18:00:00,MASSIMILIANO  IRRATI,ALBERTO  TEGONI,GIORGIO  PERETTI,MAURIZIO  MARIANI,MARCO  GUIDA,CIRO CARBONE,2,0,H,MASSIMILIANO ALLEGRI,SIMONE INZAGHI,4-3-3,3-5-1-1,95'04,54'26,0.57,31'02 (57%),17'31 (56%),13'31 (44%),23'24 (43%),10'22 (44%),13'02 (56%),5'25,6'45,6'01,3'41,2'29,6'41,5'02,2'33,5'03,4'30,2'38,3'37,14,8,9(2),3(0),0,0,5,1,5,5,2,5,8,2,0,0,0,2,6,2,12,13,467,384,0.83,0.81,31,16,170,129,266,239,37,36,17,18,0 (0),0 (0),107.126,31.675,66.942,8.509,107.468,28.993,71.512,6.963,6.5,6.5,16 (37%),5 (12%),22 (51%),21 (45%),11 (23%),15 (32%),2/5,1/2,2/4,1/3,1/3,3/5,1/2,1/2,2/4,0/2,0/0,2/4,MIRALEM PJANIC,5,LUIS ALBERTO,10,1.36,5.0,8.5
2018-2019,2,NAPOLI,MILAN,25/08/2018,STADIUM SAN PAOLO,20:30:00,PAOLO  VALERI,GIANLUCA  VUOTO,STEFANO  DEL GIOVANE,DANIELE  DOVERI,DAVIDE  MASSA,FABRIZIO POSADO,3,2,H,CARLO ANCELOTTI,GENNARO GATTUSO,4-3-3,4-3-3,97'22,56'26,0.58,26'47 (47%),8'25 (31%),18'22 (69%),29'39 (53%),18'51 (64%),10'48 (36%),4'19,3'39,4'27,3'45,3'25,7'12,5'27,5'45,5'15,6'40,2'50,3'42,21,6,13(3),4(2),0,0,9,4,8,2,2,6,10,4,2,2,3,2,5,1,12,9,539,547,0.89,0.87,14,29,164,169,361,349,27,13,17,9,0 (0),0 (0),110.224,31.551,70.557,8.116,114.177,29.819,77.026,7.332,6.5,6.8,33 (53%),9 (15%),20 (32%),12 (39%),7 (22%),12 (39%),0/1,1/1,4/7,1/4,1/2,0/0,2/2,1/1,0/0,4/5,0/0,1/1,PIOTR ZIELINSKI,20,GIACOMO BONAVENTURA,5,1.61,4.0,5.5
2018-2019,2,SPAL,PARMA,26/08/2018,STADIUM RENATO DALL'ARA,18:00:00,DANIELE  ORSATO,GIORGIO  SCHENONE,DARIO  CECCONI,LUIGI  NASCA,MARCO  SERRA,FILIPPO VALERIANI,1,0,H,LEONARDO SEMPLICI,ROBERTO D'AVERSA,3-5-2,4-3-3,97'09,47'17,0.49,26'55 (57%),13'08 (49%),13'47 (51%),20'22 (43%),8'40 (43%),11'42 (57%),4'00,5'04,4'11,3'07,4'31,6'02,3'22,3'33,2'51,2'15,2'36,5'44,15,3,5(1),0(0),0,0,5,0,10,3,0,4,5,2,1,0,0,2,7,2,13,14,430,296,0.82,0.75,23,23,124,113,283,160,23,11,20,18,0 (0),0 (0),111.329,28.854,72.74,9.735,111.141,27.903,73.613,9.625,6.6,6.7,14 (27%),3 (6%),35 (67%),20 (48%),6 (14%),16 (38%),0/0,0/2,1/1,3/8,0/0,0/0,0/0,0/2,0/0,1/2,0/0,0/0,MIRCO ANTENUCCI,7,ALESSIO DA CRUZ,7,2.04,3.3,3.8
2018-2019,2,CAGLIARI,SASSUOLO,26/08/2018,STADIUM SARDEGNA ARENA,20:30:00,LUCA  PAIRETTO,ELENITO  DI LIBERATORE,ALESSIO  TOLFO,ANTONIO  GIUA,FABRIZIO  PASQUA,SERGIO RANGHETTI,2,2,D,ROLANDO MARAN,ROBERTO DE ZERBI,4-3-1-2,4-3-3,101'05,49'15,0.49,19'34 (40%),10'04 (51%),9'30 (49%),29'41 (60%),19'21 (65%),10'20 (35%),3'46,3'35,3'16,3'57,2'12,2'48,4'15,4'22,5'56,3'43,3'52,7'33,12,12,7(2),6(2),0,1,5,5,5,6,3,3,7,5,2,1,1,2,7,2,14,14,295,468,0.76,0.84,22,23,85,171,188,274,23,25,25,16,0 (0),1 (1),108.584,27.286,72.859,8.439,103.723,27.331,68.591,7.801,6.6,6.3,20 (43%),4 (9%),22 (48%),11 (26%),5 (11%),27 (63%),1/1,4/5,5/5,1/1,0/0,0/0,0/0,4/5,0/0,3/3,0/0,0/0,LEONARDO PAVOLETTI,30,KEVIN-PRINCE BOATENG,27,2.45,3.3,2.9
2018-2019,2,FIORENTINA,CHIEVOVERONA,26/08/2018,STADIUM ARTEMIO FRANCHI,20:30:00,ROSARIO  ABISSO,FILIPPO  MELI,LUCA  MONDIN,GIANLUCA  AURELIANO,DAVIDE  GHERSINI,FABIANO PRETI,6,1,H,STEFANO PIOLI,LORENZO D'ANNA,4-3-3,4-3-3,94'32,60'06,0.64,29'49 (50%),20'17 (68%),9'32 (32%),30'17 (50%),21'50 (72%),8'27 (28%),4'33,4'30,7'00,3'09,4'33,6'04,4'42,6'28,3'10,4'52,5'36,5'29,19,5,15(6),3(1),0,0,13,1,4,2,2,5,15,2,4,0,2,5,2,3,14,8,425,483,0.82,0.82,26,30,139,142,260,311,33,35,20,14,0 (0),0 (0),115.104,26.152,80.372,8.58,114.127,25.33,79.772,9.025,7.2,7.0,9 (24%),10 (27%),18 (49%),14 (33%),5 (12%),23 (55%),0/0,1/1,4/4,0/1,2/3,0/1,1/2,1/1,0/2,2/4,0/1,1/4,MARCO BENASSI,24,NENAD TOMOVIC,40,1.5,4.33,6.5
2018-2019,2,FROSINONE,BOLOGNA,26/08/2018,STADIUM OLIMPICO GRANDE TORINO,20:30:00,GIANLUCA  MANGANIELLO,LORENZO  GORI,FRANCESCO  FIORE,LORENZO  ILLUZZI,DANIELE  CHIFFI,DAMIANO DI IORIO,0,0,D,MORENO LONGO,FILIPPO INZAGHI,3-5-2,3-5-2,94'08,51'28,0.55,26'16 (51%),16'19 (62%),9'57 (38%),25'12 (49%),14'06 (56%),11'06 (44%),4'00,5'22,5'33,5'03,3'04,3'14,3'46,3'34,5'08,4'59,3'56,3'49,11,10,7(0),5(0),1,0,4,2,4,5,3,4,6,4,0,0,0,0,2,5,15,12,395,348,0.8,0.76,23,28,137,126,235,194,16,23,22,24,0 (0),0 (0),111.632,27.425,75.817,8.39,115.469,26.905,78.112,10.452,6.8,7.0,14 (31%),4 (9%),27 (60%),11 (20%),17 (32%),26 (48%),1/1,1/1,3/4,3/3,0/0,0/0,0/1,1/1,1/3,3/5,1/1,1/1,RAMAN CHIBSAH,66,BLERIM DZEMAILI,31,3.3,3.0,2.4
2018-2019,2,GENOA,EMPOLI,26/08/2018,STADIUM LUIGI FERRARIS,20:30:00,LIVIO  MARINELLI,MAURO  TONOLINI,ENRICO  CALIARI,FABIO  PISCOPO,LUCA  BANTI,STEFANO LIBERTI,2,1,H,DAVIDE BALLARDINI,AURELIO ANDREAZZOLI,3-4-1-2,4-3-1-2,96'59,48'36,0.5,16'03 (33%),8'34 (53%),7'29 (47%),32'33 (67%),12'19 (38%),20'14 (62%),1'46,4'14,2'01,1'29,3'11,3'22,5'15,4'31,4'56,6'35,5'08,6'07,10,12,4(2),8(1),0,1,4,4,6,4,4,1,5,9,2,1,0,3,3,6,14,15,210,548,0.72,0.86,25,24,63,177,122,347,23,32,21,15,0 (0),0 (0),108.12,29.426,70.103,8.591,108.193,28.602,70.605,8.986,6.5,6.5,16 (39%),12 (29%),13 (32%),19 (28%),18 (26%),31 (46%),0/0,1/1,2/3,3/6,0/0,0/0,0/0,1/1,0/0,3/9,0/0,0/0,KRZYSZTOF PIATEK,9,RADE KRUNIC,33,1.95,3.4,4.0
2018-2019,2,INTER,TORINO,26/08/2018,STADIUM GIUSEPPE MEAZZA,20:30:00,PAOLO SILVIO  MAZZOLENI,MAURO  VIVENZI,DANIELE  BINDONI,FABIO  MARESCA,GIANLUCA  ROCCHI,GIACOMO PAGANESSI,2,2,D,LUCIANO SPALLETTI,WALTER MAZZARRI,4-3-3,3-5-2,95'36,48'18,0.51,25'13 (52%),16'25 (65%),8'48 (35%),23'05 (48%),15'43 (68%),7'22 (32%),6'46,5'01,5'27,1'45,2'48,3'26,3'53,4'10,1'27,5'10,4'58,3'27,9,10,6(2),7(2),0,0,5,5,3,3,4,4,8,5,2,1,1,3,5,4,16,12,465,376,0.82,0.78,30,24,166,126,269,226,21,16,21,10,0 (0),0 (0),113.334,28.35,76.661,8.323,112.751,28.06,76.41,8.281,6.8,6.8,27 (51%),11 (21%),15 (28%),10 (28%),9 (25%),17 (47%),1/2,2/2,1/4,3/5,2/3,0/1,0/0,2/2,3/3,3/5,1/1,0/0,IVAN PERISIC,44,ANDREA BELOTTI,9,1.5,4.33,7.0
2018-2019,2,UDINESE,SAMPDORIA,26/08/2018,"STADIUM FRIULI DENOMINAZIONE COMMERCIALE ""DACIA ARENA""",20:30:00,FEDERICO  LA PENNA,SALVATORE  LONGO,GIANMATTIA  TASSO,DANIELE  MINELLI,PIERO  GIACOMELLI,PASQUALE DE MEO,1,0,H,JULIO VELAZQUEZ,MARCO GIAMPAOLO,4-2-3-1,4-3-1-2,95'03,48'21,0.51,22'31 (47%),14'36 (65%),7'55 (35%),25'50 (53%),15'04 (58%),10'46 (42%),5'19,3'20,3'30,3'49,2'43,3'50,2'44,4'31,4'37,3'39,4'29,5'49,13,9,5(1),4(0),0,0,3,3,8,5,3,4,8,5,1,0,0,0,8,7,6,10,254,514,0.7,0.81,27,15,86,144,141,355,12,22,12,18,0 (0),0 (0),109.076,27.81,72.492,8.774,105.53,27.384,69.72,8.426,6.7,6.5,11 (30%),4 (11%),22 (59%),22 (41%),12 (22%),20 (37%),1/1,0/0,1/2,3/5,0/0,0/0,0/0,0/0,0/3,1/3,0/0,0/0,SEKO FOFANA,6,KAROL LINETTY,16,2.4,3.25,3.1
2018-2019,2,ROMA,ATALANTA,27/08/2018,STADIUM OLIMPICO,20:30:00,MICHAEL  FABBRI,STEFANO  ALASSIO,ALESSANDRO  LO CICERO,GIANPAOLO  CALVARESE,MARCO  DI BELLO,MATTEO PASSERI,3,3,D,EUSEBIO DI FRANCESCO,GIAN PIERO GASPERINI,4-3-3,3-5-1-1,94'04,53'01,0.56,25'53 (49%),13'55 (54%),11'58 (46%),27'08 (51%),14'14 (52%),12'54 (48%),3'21,4'37,2'23,5'30,5'09,4'52,3'26,5'39,4'55,3'43,2'47,6'38,21,17,11(3),10(3),0,0,8,9,10,7,2,7,12,14,3,2,0,6,3,11,9,13,448,330,0.83,0.76,22,27,154,114,272,189,33,37,24,18,0 (0),0 (0),103.272,26.553,67.598,9.121,101.583,25.301,67.89,8.392,6.8,6.8,15 (25%),18 (31%),26 (44%),18 (39%),10 (22%),18 (39%),0/0,1/1,0/2,8/10,0/0,0/0,0/0,1/1,1/6,2/6,0/0,0/0,JAVIER PASTORE,27,EMILIANO RIGONI,24,1.72,3.75,5.0
2018-2019,3,MILAN,ROMA,31/08/2018,STADIUM GIUSEPPE MEAZZA,20:30:00,MARCO  GUIDA,CIRO  CARBONE,MATTEO  PASSERI,DANIELE  CHIFFI,PAOLO SILVIO  MAZZOLENI,STEFANO DEL GIOVANE,2,1,H,GENNARO GATTUSO,EUSEBIO DI FRANCESCO,4-3-3,3-4-3,96'03,56'30,0.59,33'39 (60%),19'19 (57%),14'20 (43%),22'51 (40%),12'43 (56%),10'08 (44%),5'47,7'10,6'16,3'32,5'38,5'16,4'38,3'06,3'14,3'56,4'08,3'49,19,5,10(2),2(1),1,0,8,2,9,3,1,8,12,4,2,0,7,1,8,3,8,6,508,492,0.89,0.86,24,26,152,161,332,305,39,37,10,18,0 (0),0 (0),113.417,28.484,76.674,8.259,112.258,29.015,75.474,7.769,6.8,6.8,20 (43%),6 (14%),20 (43%),27 (51%),4 (7%),22 (42%),3/5,0/1,4/5,2/4,1/3,2/3,1/1,0/1,3/4,4/6,0/2,3/3,PATRICK CUTRONE,63,FEDERICO FAZIO,20,2.45,3.4,2.87
2018-2019,3,BOLOGNA,INTER,01/09/2018,STADIUM RENATO DALL'ARA,18:00:00,MARCO  DI BELLO,STEFANO  ALASSIO,ALESSANDRO  LO CICERO,EUGENIO  ABBATTISTA,MASSIMILIANO  IRRATI,MAURO VIVENZI,0,3,A,FILIPPO INZAGHI,LUCIANO SPALLETTI,3-5-2,4-2-3-1,94'54,55'23,0.58,18'52 (34%),11'57 (63%),6'55 (37%),36'31 (66%),11'39 (32%),24'52 (68%),2'56,1'55,2'48,2'51,4'36,3'46,5'27,5'58,6'34,7'11,5'41,5'40,7,10,1(0),4(3),0,0,1,4,6,6,1,1,2,9,0,3,3,2,3,7,7,10,228,767,0.73,0.9,26,38,69,216,133,513,25,41,16,34,0 (0),0 (0),117.55,26.15,82.321,9.079,112.516,28.234,75.448,8.834,7.1,6.9,12 (40%),10 (33%),8 (27%),36 (47%),9 (12%),31 (41%),0/1,0/0,2/5,2/4,0/0,0/0,2/6,0/0,1/9,3/5,0/0,0/0,ANDREA POLI,16,RADJA NAINGGOLAN,14,7.0,4.0,1.53
2018-2019,3,PARMA,JUVENTUS,01/09/2018,STADIUM ENNIO TARDINI,20:30:00,DANIELE  DOVERI,SERGIO  RANGHETTI,DAMIANO  DI IORIO,GIANLUCA  AURELIANO,MICHAEL  FABBRI,LUCA MONDIN,1,2,A,ROBERTO D'AVERSA,MASSIMILIANO ALLEGRI,4-3-3,4-3-3,96'30,48'15,0.5,15'24 (32%),7'37 (49%),7'47 (51%),32'51 (68%),11'37 (35%),21'14 (65%),3'16,1'49,1'51,2'42,2'53,2'53,4'42,5'15,5'03,5'43,5'51,6'17,8,20,7(1),10(2),1,1,5,6,1,10,4,3,5,9,1,1,1,2,4,7,15,9,263,542,0.79,0.9,16,49,91,221,156,272,24,45,19,19,0 (0),0 (0),111.977,27.857,75.122,8.998,110.094,30.183,70.448,9.463,6.7,6.7,21 (57%),3 (8%),13 (35%),33 (53%),12 (20%),17 (27%),1/1,1/2,1/5,0/0,0/2,0/1,5/5,1/2,7/10,2/4,1/2,3/5,GERVINHO,27,MARIO MANDZUKIC,17,17.0,7.0,1.18
