Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,Gls_T1,Gls_T2,FR,Gls_fh_T1,Gls_fh_T2,FHR,Gls_sh_T1,Gls_sh_T2,SHR,Gls_0_15_T1,Gls_16_30_T1,Gls_31_HT_T1,Gls_46_60_T1,Gls_61_75_T1,Gls_76_FT_T1,Gls_0_15_T2,Gls_16_30_T2,Gls_31_HT_T2,Gls_46_60_T2,Gls_61_75_T2,Gls_76_FT_T2,Coach_T1,Coach_T2,Svs_T1,Svs_T2,Pnt_T1,Pnt_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_off_T1,Atp_off_T2,FlsC_T1,FlsC_T2,Post_T1,Post_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,1st_yllw_crd_T1,1st_yllw_crd_T2,2nd_yllw_crd_T1,2nd_yllw_crd_T2,rd_crd_T1,rd_crd_T2,bet365_home_win,bet365_draw,bet365_away_win
2011-12,28,CATANIA,LAZIO,18/03/2012,ANGELO MASSIMINO - CATANIA,15:00,ANDREA ROMEO,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Vincenzo Montella,Edoardo Reja,3,2,0 (0),0 (0),8,7,3,3,5,4,15,22,0,0,2,1,5,1,4,0,2,3,0,0,0,0,2.38,3.25,3
2011-12,28,INTER,ATALANTA,18/03/2012,GIUSEPPE MEAZZA - MILANO,15:00,GABRIELE GAVA,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Claudio Ranieri,Stefano Colantuono,3,4,1 (0),0 (0),10,8,5,3,5,5,14,19,0,0,0,1,2,3,4,3,2,4,0,0,0,0,1.62,3.8,5.5
2011-12,28,LECCE,PALERMO,18/03/2012,ETTORE GIARDINIERO - VIA DEL MARE - LECCE,15:00,PAOLO TAGLIAVENTO,1,1,D,1,1,D,0,0,D,1,0,0,0,0,0,1,0,0,0,0,0,Serse Cosmi,Bortolo Mutti,4,5,1 (1),0 (0),7,8,6,5,1,3,18,11,0,0,2,0,6,3,3,6,3,3,0,0,1,1,2.05,3.4,3.6
2011-12,28,ROBUR SIENA,NOVARA,18/03/2012,ARTEMIO FRANCHI - SIENA,15:00,DOMENICO CELI,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,0,1,1,Giuseppe Sannino,Attilio Tesser,2,1,0 (0),0 (0),7,9,1,5,6,4,15,17,0,1,0,2,3,0,4,4,1,1,0,0,0,0,1.57,3.6,6.5
2011-12,28,UDINESE,NAPOLI,18/03/2012,DACIA ARENA - STADIO FRIULI - UDINE,20:45,GIANLUCA ROCCHI,2,2,D,1,0,H,1,2,A,0,1,0,1,0,0,0,0,0,0,0,2,Francesco Guidolin,Walter Mazzarri,5,2,0 (0),1 (0),8,14,5,8,3,6,20,16,1,0,2,1,2,1,4,7,3,2,1,0,1,0,2.5,3.2,2.88
2011-12,28,ROMA,GENOA,19/03/2012,OLIMPICO - ROMA,20:45,ANTONIO DANILO GIANNOCCARO,1,0,H,1,0,H,0,0,D,1,0,0,0,0,0,0,0,0,0,0,0,Luis Enrique,Pasquale Marino,5,7,0 (0),0 (0),15,6,8,6,7,0,8,9,0,1,3,1,6,0,7,3,1,2,0,0,0,0,1.5,4,7
2011-12,29,MILAN,ROMA,24/03/2012,GIUSEPPE MEAZZA - MILANO,18:00,PAOLO SILVIO MAZZOLENI,2,1,H,0,1,A,2,0,H,0,0,0,1,0,1,0,0,1,0,0,0,Massimiliano Allegri,Luis Enrique,2,7,1 (1),0 (0),19,7,11,3,8,4,25,11,2,0,0,1,3,2,9,4,3,2,0,0,0,0,1.67,3.5,5.5
2011-12,29,PALERMO,UDINESE,24/03/2012,RENZO BARBERA - PALERMO,20:45,ANTONIO DAMATO,1,1,D,1,0,H,0,1,A,0,0,1,0,0,0,0,0,0,0,0,1,Bortolo Mutti,Francesco Guidolin,3,3,0 (0),0 (0),7,16,4,4,3,12,15,13,0,0,0,3,3,6,2,5,2,1,0,0,0,0,2.4,3.3,2.88
2011-12,29,ATALANTA,BOLOGNA,25/03/2012,GEWISS STADIUM - BERGAMO,12:30,LEONARDO BARACANI,2,0,H,0,0,D,2,0,H,0,0,0,1,0,1,0,0,0,0,0,0,Stefano Colantuono,Stefano Pioli,6,7,0 (0),0 (0),13,11,9,7,4,4,18,18,0,1,1,0,5,0,7,2,1,4,0,0,0,0,2.38,2.63,3.75
2011-12,29,CESENA,PARMA,25/03/2012,OROGEL STADIUM - CESENA,15:00,DOMENICO CELI,2,2,D,0,1,A,2,1,H,0,0,0,2,0,0,0,0,1,0,1,0,Mario Beretta,Roberto Donadoni,5,2,0 (0),0 (0),11,18,5,10,6,8,15,15,1,3,2,5,0,4,2,10,2,3,0,0,0,0,3.8,3.3,2
2011-12,29,CHIEVOVERONA,ROBUR SIENA,25/03/2012,MARCANTONIO BENTEGODI - VERONA,15:00,DANIELE DOVERI,1,1,D,1,0,H,0,1,A,1,0,0,0,0,0,0,0,0,1,0,0,Domenico Di Carlo,Giuseppe Sannino,1,4,0 (0),0 (0),7,6,5,2,2,4,16,7,0,0,0,1,2,3,4,3,3,3,0,0,0,0,2.5,2.4,4
2011-12,29,GENOA,FIORENTINA,25/03/2012,LUIGI FERRARIS - GENOVA,15:00,CHRISTIAN BRIGHI,2,2,D,1,1,D,1,1,D,0,1,0,0,0,1,0,0,1,0,1,0,Pasquale Marino,Delio Rossi,3,2,0 (0),0 (0),10,12,4,5,6,7,19,18,0,0,2,1,1,3,4,5,0,4,0,0,0,0,2.4,3,3.2
2011-12,29,LAZIO,CAGLIARI,25/03/2012,OLIMPICO - ROMA,15:00,SEBASTIANO PERUZZO,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Edoardo Reja,Massimo Ficcadenti,2,4,0 (0),0 (0),9,2,5,2,4,0,20,14,0,0,2,0,1,1,8,2,2,4,0,0,0,0,1.8,3.25,5
2011-12,29,NAPOLI,CATANIA,25/03/2012,SAN PAOLO - NAPOLI,15:00,ANDREA GERVASONI,2,2,D,0,0,D,2,2,D,0,0,0,0,2,0,0,0,0,0,1,1,Walter Mazzarri,Vincenzo Montella,4,4,0 (0),0 (0),15,9,8,6,7,3,9,10,2,0,2,0,4,0,5,7,1,3,0,0,0,0,1.57,3.75,6
2011-12,29,NOVARA,LECCE,25/03/2012,SILVIO PIOLA - NOVARA,15:00,MARCO GUIDA,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Attilio Tesser,Serse Cosmi,1,4,0 (0),0 (0),7,4,5,2,2,2,16,14,1,1,1,0,8,3,7,9,3,4,0,0,0,0,2.38,3.1,3.1
2011-12,29,JUVENTUS,INTER,25/03/2012,ALLIANZ STADIUM - TORINO,20:45,ANDREA DE MARCO,2,0,H,0,0,D,2,0,H,0,0,0,1,1,0,0,0,0,0,0,0,Antonio Conte,Claudio Ranieri,6,11,0 (0),0 (0),16,8,13,6,3,2,8,10,0,0,5,1,3,1,8,5,1,2,0,0,0,0,1.62,3.75,5.5
2011-12,30,CATANIA,MILAN,31/03/2012,ANGELO MASSIMINO - CATANIA,18:00,MAURO BERGONZI,1,1,D,0,1,A,1,0,H,0,0,0,1,0,0,0,0,1,0,0,0,Vincenzo Montella,Massimiliano Allegri,8,0,0 (0),0 (0),12,12,2,9,10,3,10,14,1,0,2,2,1,4,4,8,0,2,0,0,0,0,3.5,3.25,2.1
2011-12,30,PARMA,LAZIO,31/03/2012,ENNIO TARDINI - PARMA,20:45,ANTONIO DANILO GIANNOCCARO,3,1,H,2,1,H,1,0,H,2,0,0,0,1,0,0,0,1,0,0,0,Roberto Donadoni,Edoardo Reja,1,3,0 (0),0 (0),10,6,6,2,4,4,22,24,0,0,0,0,3,2,5,4,2,2,0,0,0,0,2.5,3,3
2011-12,30,ROMA,NOVARA,01/04/2012,OLIMPICO - ROMA,12:30,ANDREA ROMEO,5,2,H,2,1,H,3,1,H,0,1,1,1,1,1,0,1,0,0,0,1,Luis Enrique,Attilio Tesser,4,2,0 (0),0 (0),12,8,8,6,4,2,6,13,1,0,4,3,6,2,3,2,1,1,0,0,0,0,1.3,5,11
2011-12,30,BOLOGNA,PALERMO,01/04/2012,RENATO DALL'ARA - BOLOGNA,15:00,ANDREA GERVASONI,1,3,A,0,0,D,1,3,A,0,0,0,1,0,0,0,0,0,0,1,2,Stefano Pioli,Bortolo Mutti,0,2,0 (0),0 (0),10,9,4,3,6,6,16,16,1,0,0,3,9,1,5,4,2,4,0,1,0,0,2.4,2.5,4
2011-12,30,CAGLIARI,ATALANTA,01/04/2012,SANT'ELIA - CAGLIARI,15:00,GIANLUCA ROCCHI,2,0,H,1,0,H,1,0,H,1,0,0,1,0,0,0,0,0,0,0,0,Massimo Ficcadenti,Stefano Colantuono,6,6,0 (0),0 (0),10,10,8,6,2,4,16,15,1,0,1,2,2,6,4,9,0,2,0,0,0,0,2.25,2.5,4.5
2011-12,30,FIORENTINA,CHIEVOVERONA,01/04/2012,ARTEMIO FRANCHI - FIRENZE,15:00,NICOLA RIZZOLI,1,2,A,0,1,A,1,1,D,0,0,0,0,1,0,0,1,0,0,0,1,Delio Rossi,Domenico Di Carlo,0,0,0 (0),0 (0),11,7,3,3,8,4,13,18,0,0,1,1,0,2,9,4,3,3,0,0,0,0,1.75,3.4,5
2011-12,30,INTER,GENOA,01/04/2012,GIUSEPPE MEAZZA - MILANO,15:00,PAOLO VALERI,5,4,H,3,1,H,2,3,A,1,1,1,0,1,1,0,0,1,1,0,2,Andrea Stramaccioni,Pasquale Marino,4,5,1 (1),3 (3),18,11,10,8,8,3,10,16,0,0,3,1,4,3,2,10,2,4,0,0,1,1,1.57,3.8,6
2011-12,30,LECCE,CESENA,01/04/2012,ETTORE GIARDINIERO - VIA DEL MARE - LECCE,15:00,LUCA BANTI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Serse Cosmi,Mario Beretta,7,6,0 (0),0 (0),17,15,7,7,10,8,11,17,1,0,3,0,4,3,7,2,3,3,0,0,0,0,1.53,3.75,7
2011-12,30,ROBUR SIENA,UDINESE,01/04/2012,ARTEMIO FRANCHI - SIENA,15:00,PAOLO TAGLIAVENTO,1,0,H,0,0,D,1,0,H,0,0,0,0,1,0,0,0,0,0,0,0,Giuseppe Sannino,Francesco Guidolin,2,2,0 (0),0 (0),12,10,4,3,8,7,12,13,1,1,3,0,0,0,5,5,4,3,0,0,0,0,2.63,3,2.88
2011-12,30,JUVENTUS,NAPOLI,01/04/2012,ALLIANZ STADIUM - TORINO,20:45,DANIELE ORSATO,3,0,H,0,0,D,3,0,H,0,0,0,1,1,1,0,0,0,0,0,0,Antonio Conte,Walter Mazzarri,0,7,0 (0),0 (0),19,5,10,0,9,5,19,16,0,0,1,0,3,5,3,6,4,2,0,0,0,1,1.8,3.5,4.5
2011-12,31,ATALANTA,ROBUR SIENA,07/04/2012,GEWISS STADIUM - BERGAMO,15:00,CARMINE RUSSO,1,2,A,1,1,D,0,1,A,1,0,0,0,0,0,1,0,0,0,0,1,Stefano Colantuono,Giuseppe Sannino,2,1,0 (0),1 (1),9,5,2,4,7,1,16,14,0,0,1,0,2,3,9,4,2,2,0,0,0,0,2.4,2.5,4
2011-12,31,CAGLIARI,INTER,07/04/2012,SANT'ELIA - CAGLIARI,15:00,MARCO GUIDA,2,2,D,1,1,D,1,1,D,1,0,0,0,1,0,1,0,0,0,1,0,Massimo Ficcadenti,Andrea Stramaccioni,4,2,0 (0),0 (0),8,9,3,6,5,3,12,12,0,0,1,1,2,1,4,9,2,3,1,0,0,0,4,3.25,2
2011-12,31,CESENA,BOLOGNA,07/04/2012,OROGEL STADIUM - CESENA,15:00,SEBASTIANO PERUZZO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Mario Beretta,Stefano Pioli,6,5,0 (0),0 (0),6,16,5,6,1,10,26,18,0,0,1,4,1,1,5,6,4,4,0,0,0,0,3.6,3,2.2
2011-12,31,CHIEVOVERONA,CATANIA,07/04/2012,MARCANTONIO BENTEGODI - VERONA,15:00,DAVIDE MASSA,3,2,H,2,1,H,1,1,D,1,1,0,1,0,0,0,0,1,0,0,1,Domenico Di Carlo,Vincenzo Montella,4,2,1 (1),0 (0),11,12,5,5,6,7,14,8,0,0,5,3,11,3,8,9,1,1,0,0,0,1,2.63,2.7,3.2
2011-12,31,LECCE,ROMA,07/04/2012,ETTORE GIARDINIERO - VIA DEL MARE - LECCE,15:00,DANIELE ORSATO,4,2,H,2,0,H,2,2,D,0,1,1,2,0,0,0,0,0,0,0,2,Serse Cosmi,Luis Enrique,5,0,1 (1),0 (0),5,13,4,7,1,6,18,10,0,0,2,2,4,2,3,6,4,2,0,0,0,0,4,3.5,1.91
2011-12,31,MILAN,FIORENTINA,07/04/2012,GIUSEPPE MEAZZA - MILANO,15:00,DOMENICO CELI,1,2,A,1,0,H,0,2,A,0,0,1,0,0,0,0,0,0,1,0,1,Massimiliano Allegri,Delio Rossi,2,4,1 (1),0 (0),11,9,6,4,5,5,11,14,1,0,0,1,6,3,9,4,3,4,0,0,0,0,1.29,5,12
2011-12,31,NOVARA,GENOA,07/04/2012,SILVIO PIOLA - NOVARA,15:00,GIANLUCA ROCCHI,1,1,D,0,1,A,1,0,H,0,0,0,0,1,0,1,0,0,0,0,0,Attilio Tesser,Alberto Malesani,0,3,0 (0),0 (0),12,4,4,2,8,2,14,21,0,1,0,2,1,2,9,5,3,3,0,0,1,0,2.6,3.3,2.63
2011-12,31,UDINESE,PARMA,07/04/2012,DACIA ARENA - STADIO FRIULI - UDINE,15:00,GABRIELE GAVA,3,1,H,1,0,H,2,1,H,0,0,1,1,0,1,0,0,0,0,0,1,Francesco Guidolin,Roberto Donadoni,3,3,0 (0),0 (0),11,14,6,4,5,10,14,9,0,0,2,1,3,1,4,7,3,3,0,0,0,0,1.8,3.5,4.5
2011-12,31,PALERMO,JUVENTUS,07/04/2012,RENZO BARBERA - PALERMO,18:30,CHRISTIAN BRIGHI,0,2,A,0,0,D,0,2,A,0,0,0,0,0,0,0,0,0,1,1,0,Bortolo Mutti,Antonio Conte,7,1,0 (0),0 (0),3,18,1,9,2,9,14,5,0,0,0,2,3,6,0,8,0,1,0,0,0,0,6,3.8,1.57
2011-12,31,LAZIO,NAPOLI,07/04/2012,OLIMPICO - ROMA,21:00,PAOLO SILVIO MAZZOLENI,3,1,H,1,1,D,2,0,H,1,0,0,0,1,1,0,0,1,0,0,0,Edoardo Reja,Walter Mazzarri,1,2,1 (1),0 (0),8,3,5,2,3,1,14,16,0,0,2,2,2,1,4,1,2,3,0,0,0,0,2.75,3,2.7
2011-12,32,CHIEVOVERONA,MILAN,10/04/2012,MARCANTONIO BENTEGODI - VERONA,20:45,PAOLO VALERI,0,1,A,0,1,A,0,0,D,0,0,0,0,0,0,1,0,0,0,0,0,Domenico Di Carlo,Massimiliano Allegri,0,2,0 (0),0 (0),12,4,2,1,10,3,18,13,0,0,1,0,5,2,7,2,4,2,0,0,0,0,6,3.8,1.57
2011-12,32,CATANIA,LECCE,11/04/2012,ANGELO MASSIMINO - CATANIA,20:45,ANDREA DE MARCO,1,2,A,0,0,D,1,2,A,0,0,0,1,0,0,0,0,0,0,0,2,Vincenzo Montella,Serse Cosmi,1,6,0 (0),1 (0),18,10,9,5,9,5,10,16,2,2,1,1,2,3,8,2,4,2,0,0,1,0,2.05,3.4,3.6
2011-12,32,FIORENTINA,PALERMO,11/04/2012,ARTEMIO FRANCHI - FIRENZE,20:45,DANIELE DOVERI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Delio Rossi,Bortolo Mutti,1,8,0 (0),0 (0),14,9,8,1,6,8,15,16,0,0,1,1,3,3,14,1,2,2,0,0,0,0,1.7,3.6,5
2011-12,32,GENOA,CESENA,11/04/2012,LUIGI FERRARIS - GENOVA,20:45,PAOLO SILVIO MAZZOLENI,1,1,D,1,0,H,0,1,A,0,0,1,0,0,0,0,0,0,0,0,1,Alberto Malesani,Mario Beretta,4,3,0 (0),0 (0),10,12,4,5,6,7,22,17,0,0,1,1,6,1,9,3,3,1,0,0,0,0,1.44,4,8
2011-12,32,INTER,ROBUR SIENA,11/04/2012,GIUSEPPE MEAZZA - MILANO,20:45,ANDREA ROMEO,2,1,H,1,1,D,1,0,H,0,0,1,0,0,1,1,0,0,0,0,0,Andrea Stramaccioni,Giuseppe Sannino,3,4,1 (1),0 (0),12,7,6,4,6,3,8,19,0,0,3,1,1,2,9,4,1,3,0,0,0,1,1.62,3.8,5.5
2011-12,32,JUVENTUS,LAZIO,11/04/2012,ALLIANZ STADIUM - TORINO,20:45,ANTONIO DAMATO,2,1,H,1,1,D,1,0,H,0,1,0,0,0,1,0,0,1,0,0,0,Antonio Conte,Edoardo Reja,3,10,0 (0),0 (0),20,5,12,4,8,1,16,17,0,0,5,1,1,0,12,2,3,4,0,1,0,0,1.44,4,8.5
2011-12,32,NAPOLI,ATALANTA,11/04/2012,SAN PAOLO - NAPOLI,20:45,ANTONIO DANILO GIANNOCCARO,1,3,A,1,1,D,0,2,A,1,0,0,0,0,0,1,0,0,1,1,0,Walter Mazzarri,Stefano Colantuono,4,3,0 (0),0 (0),9,14,4,8,5,6,14,16,0,1,1,2,0,1,5,6,2,5,0,0,1,0,1.44,4,8.5
2011-12,32,PARMA,NOVARA,11/04/2012,ENNIO TARDINI - PARMA,20:45,PAOLO TAGLIAVENTO,2,0,H,2,0,H,0,0,D,0,1,1,0,0,0,0,0,0,0,0,0,Roberto Donadoni,Attilio Tesser,3,5,0 (0),1 (0),15,8,8,4,7,4,18,13,1,0,4,1,1,3,9,8,3,1,0,0,0,0,1.57,3.8,6
2011-12,32,ROMA,UDINESE,11/04/2012,OLIMPICO - ROMA,20:45,NICOLA RIZZOLI,3,1,H,1,1,D,2,0,H,1,0,0,0,0,2,0,0,1,0,0,0,Luis Enrique,Francesco Guidolin,1,5,0 (0),0 (0),14,3,9,2,5,1,11,9,1,0,6,2,5,3,11,4,2,1,0,0,0,0,1.95,3.3,4
2011-12,32,BOLOGNA,CAGLIARI,12/04/2012,RENATO DALL'ARA - BOLOGNA,20:45,MARCO DI BELLO,1,0,H,0,0,D,1,0,H,0,0,0,1,0,0,0,0,0,0,0,0,Stefano Pioli,Massimo Ficcadenti,2,4,0 (0),0 (0),10,9,5,3,5,6,13,14,0,1,0,2,5,4,4,13,3,5,0,0,0,0,2.75,2.38,3.6
2011-12,33,ATALANTA,CHIEVOVERONA,24/04/2012,GEWISS STADIUM - BERGAMO,18:30,DINO TOMMASI,1,0,H,0,0,D,1,0,H,0,0,0,0,1,0,0,0,0,0,0,0,Stefano Colantuono,Domenico Di Carlo,2,2,0 (0),0 (0),9,7,3,2,6,5,14,16,0,0,1,0,3,5,8,4,2,2,0,0,0,0,2.1,2.63,4.75
2011-12,33,CAGLIARI,CATANIA,24/04/2012,SANT'ELIA - CAGLIARI,18:30,DOMENICO CELI,3,0,H,1,0,H,2,0,H,0,1,0,0,0,2,0,0,0,0,0,0,Massimo Ficcadenti,Vincenzo Montella,5,2,0 (0),0 (0),21,12,7,6,14,6,16,17,2,1,0,1,1,2,8,2,1,1,0,0,0,0,1.91,3.4,4
2011-12,33,NOVARA,LAZIO,25/04/2012,SILVIO PIOLA - NOVARA,12:30,DANIELE ORSATO,2,1,H,1,1,D,1,0,H,0,0,1,0,0,1,0,0,1,0,0,0,Attilio Tesser,Edoardo Reja,5,5,0 (0),0 (0),9,13,6,6,3,7,17,21,0,0,1,0,3,4,2,5,3,4,0,0,0,0,5,3.5,1.73
2011-12,33,LECCE,NAPOLI,25/04/2012,ETTORE GIARDINIERO - VIA DEL MARE - LECCE,15:00,PAOLO TAGLIAVENTO,0,2,A,0,1,A,0,1,A,0,0,0,0,0,0,1,0,0,1,0,0,Serse Cosmi,Walter Mazzarri,2,2,0 (0),0 (0),3,8,2,4,1,4,17,19,0,0,1,2,2,3,1,2,3,3,0,0,0,0,3.1,3.3,2.3
2011-12,33,PALERMO,PARMA,25/04/2012,RENZO BARBERA - PALERMO,15:00,CARMINE RUSSO,1,2,A,1,0,H,0,2,A,1,0,0,0,0,0,0,0,0,1,1,0,Bortolo Mutti,Roberto Donadoni,3,5,0 (0),0 (0),11,10,8,5,3,5,20,18,2,0,2,2,2,8,3,4,3,1,0,0,0,0,2.38,2.8,3.5
2011-12,33,ROBUR SIENA,BOLOGNA,25/04/2012,ARTEMIO FRANCHI - SIENA,15:00,GIANPAOLO CALVARESE,1,1,D,0,0,D,1,1,D,0,0,0,1,0,0,0,0,0,0,1,0,Giuseppe Sannino,Stefano Pioli,1,2,0 (0),0 (0),8,3,3,2,5,1,17,7,0,0,1,2,3,1,7,2,3,0,0,0,0,0,2.25,2.5,4.5
2011-12,33,ROMA,FIORENTINA,25/04/2012,OLIMPICO - ROMA,15:00,CHRISTIAN BRIGHI,1,2,A,0,1,A,1,1,D,0,0,0,0,1,0,1,0,0,0,0,1,Luis Enrique,Delio Rossi,5,3,0 (0),0 (0),10,13,4,7,6,6,17,9,0,0,0,2,4,3,6,3,3,4,0,0,1,0,1.62,3.75,5.5
2011-12,33,UDINESE,INTER,25/04/2012,DACIA ARENA - STADIO FRIULI - UDINE,15:00,LUCA BANTI,1,3,A,1,3,A,0,0,D,1,0,0,0,0,0,1,1,1,0,0,0,Francesco Guidolin,Andrea Stramaccioni,2,6,0 (0),0 (0),16,11,7,5,9,6,11,14,0,0,1,0,1,1,5,4,2,1,0,0,0,0,2.3,3.4,3
2011-12,33,CESENA,JUVENTUS,25/04/2012,OROGEL STADIUM - CESENA,18:00,MARCO GUIDA,0,1,A,0,0,D,0,1,A,0,0,0,0,0,0,0,0,0,0,0,1,Mario Beretta,Antonio Conte,4,0,0 (0),1 (0),3,17,0,7,3,10,10,16,0,1,0,1,1,3,3,15,4,3,0,0,0,0,13,6,1.22
2011-12,33,MILAN,GENOA,25/04/2012,GIUSEPPE MEAZZA - MILANO,18:00,ANDREA GERVASONI,1,0,H,0,0,D,1,0,H,0,0,0,0,0,1,0,0,0,0,0,0,Massimiliano Allegri,Luigi De Canio,1,1,0 (0),0 (0),6,2,2,1,4,1,12,10,0,0,2,0,3,1,9,1,3,1,0,1,0,0,1.2,6.5,13
2011-12,34,CHIEVOVERONA,UDINESE,21/04/2012,MARCANTONIO BENTEGODI - VERONA,18:00,SEBASTIANO PERUZZO,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Domenico Di Carlo,Francesco Guidolin,2,2,1 (0),0 (0),11,6,4,2,7,4,15,15,1,0,2,1,1,4,6,2,0,1,0,0,0,0,3.1,3.1,2.4
2011-12,34,PARMA,CAGLIARI,21/04/2012,ENNIO TARDINI - PARMA,18:00,NICOLA RIZZOLI,3,0,H,1,0,H,2,0,H,0,1,0,0,1,1,0,0,0,0,0,0,Roberto Donadoni,Massimo Ficcadenti,3,2,2 (2),0 (0),8,9,5,3,3,6,14,15,0,0,1,0,5,3,1,8,3,2,0,0,0,0,2.25,2.7,4
2011-12,34,CATANIA,ATALANTA,21/04/2012,ANGELO MASSIMINO - CATANIA,20:45,ANDREA ROMEO,2,0,H,1,0,H,1,0,H,0,0,1,0,0,1,0,0,0,0,0,0,Vincenzo Montella,Stefano Colantuono,1,2,0 (0),0 (0),10,6,5,1,5,5,19,14,1,0,3,0,1,2,6,4,3,2,0,0,0,0,2.1,2.8,4.33
2011-12,34,NAPOLI,NOVARA,21/04/2012,SAN PAOLO - NAPOLI,20:45,DANIELE DOVERI,2,0,H,2,0,H,0,0,D,0,1,1,0,0,0,0,0,0,0,0,0,Walter Mazzarri,Attilio Tesser,1,6,0 (0),0 (0),17,4,8,1,9,3,12,11,0,0,2,0,1,2,7,5,1,1,0,0,0,0,1.22,6,12
2011-12,34,FIORENTINA,INTER,22/04/2012,ARTEMIO FRANCHI - FIRENZE,12:30,PAOLO VALERI,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Delio Rossi,Andrea Stramaccioni,3,0,1 (0),0 (0),9,8,1,3,8,5,13,10,0,0,2,0,3,4,4,5,4,4,0,0,0,0,2.8,3.25,2.5
2011-12,34,CESENA,PALERMO,22/04/2012,OROGEL STADIUM - CESENA,15:00,ANTONIO DANILO GIANNOCCARO,2,2,D,2,2,D,0,0,D,0,2,0,0,0,0,0,1,1,0,0,0,Mario Beretta,Bortolo Mutti,4,1,0 (0),0 (0),7,14,2,6,5,8,17,15,0,1,2,3,1,2,4,4,4,1,0,0,0,0,3.4,3.1,2.25
2011-12,34,GENOA,ROBUR SIENA,22/04/2012,LUIGI FERRARIS - GENOVA,15:00,PAOLO TAGLIAVENTO,1,4,A,0,3,A,1,1,D,0,0,0,0,0,1,0,2,1,1,0,0,Alberto Malesani,Giuseppe Sannino,3,2,0 (0),0 (0),8,9,3,7,5,2,8,11,0,0,0,2,1,1,5,0,3,2,0,0,0,0,2.1,3.2,3.6
2011-12,34,LAZIO,LECCE,22/04/2012,OLIMPICO - ROMA,15:00,GIANLUCA ROCCHI,1,1,D,0,0,D,1,1,D,0,0,0,0,0,1,0,0,0,0,0,1,Edoardo Reja,Serse Cosmi,3,5,0 (0),0 (0),10,8,7,5,3,3,16,16,1,1,3,1,2,0,7,4,2,2,0,0,0,0,1.62,3.75,5.5
2011-12,34,MILAN,BOLOGNA,22/04/2012,GIUSEPPE MEAZZA - MILANO,15:00,ANDREA DE MARCO,1,1,D,0,1,A,1,0,H,0,0,0,0,0,1,0,1,0,0,0,0,Massimiliano Allegri,Stefano Pioli,5,6,0 (0),0 (0),16,11,7,6,9,5,16,9,0,0,4,1,4,3,10,1,1,2,1,0,0,0,1.2,6.5,13
2011-12,34,JUVENTUS,ROMA,22/04/2012,ALLIANZ STADIUM - TORINO,20:45,MAURO BERGONZI,4,0,H,3,0,H,1,0,H,2,1,0,1,0,0,0,0,0,0,0,0,Antonio Conte,Luis Enrique,1,4,1 (0),0 (0),16,4,9,1,7,3,12,11,0,0,2,0,4,1,3,4,1,1,0,0,0,1,1.44,4.2,7.5
2011-12,35,CAGLIARI,CHIEVOVERONA,28/04/2012,SANT'ELIA - CAGLIARI,18:00,GABRIELE GAVA,0,0,D,0,0,D,0,0,D,0,0,0,0,0,0,0,0,0,0,0,0,Massimo Ficcadenti,Domenico Di Carlo,2,4,0 (0),0 (0),12,8,4,2,8,6,18,17,0,0,1,1,2,8,7,4,0,2,0,0,0,0,1.91,3.1,4.5
2011-12,35,PALERMO,CATANIA,28/04/2012,RENZO BARBERA - PALERMO,18:00,GIANLUCA ROCCHI,1,1,D,0,1,A,1,0,H,0,0,0,1,0,0,0,1,0,0,0,0,Bortolo Mutti,Vincenzo Montella,5,3,0 (0),0 (0),10,11,4,6,6,5,18,12,0,0,1,2,2,3,4,6,2,3,0,0,0,0,2.2,2.88,3.75
2011-12,35,ROMA,NAPOLI,28/04/2012,OLIMPICO - ROMA,20:45,NICOLA RIZZOLI,2,2,D,1,0,H,1,2,A,0,0,1,0,0,1,0,0,0,1,1,0,Luis Enrique,Walter Mazzarri,5,4,0 (0),0 (0),12,9,6,7,6,2,14,19,0,0,4,1,0,4,7,8,6,1,0,0,0,0,2.8,3.2,2.5
2011-12,35,BOLOGNA,GENOA,29/04/2012,RENATO DALL'ARA - BOLOGNA,12:30,ANTONIO DAMATO,3,2,H,2,0,H,1,2,A,0,1,1,0,1,0,0,0,0,1,0,1,Stefano Pioli,Luigi De Canio,4,1,0 (0),0 (0),5,12,4,7,1,5,13,21,0,1,3,2,4,5,3,11,1,4,0,0,0,0,2.6,3.2,2.75
