Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,Add_Referee_1,Add_Referee_2,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_pb_T1,Atp_on_pb_T2,Atp_off_T1,Atp_off_T2,Atp_off_fk_T1,Atp_off_fk_T2,Atp_off_sp_T1,Atp_off_sp_T2,Svs_T1,Svs_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Lst_Bls_T1,Lst_Bls_T2,Rcv_Bls_T1,Rcv_Bls_T2,Fst_Brk_T1,Fst_Brk_T2,Lng_Bls_T1,Lng_Bls_T2,Prs_Act_T1,Prs_Act_T2,Wrg_Pss_T1,Wrg_Pss_T2,BuP_T1,BuP_T2,CntA_T1,CntA_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Crs_Cmp_NrCrn_l_T1,Crs_Cmp_NrCrn_r_T1,Crs_Cmp_FnlThr_l_T1,Crs_Cmp_FnlThr_r_T1,Crs_Cmp_BfrFnlThr_l_T1,Crs_Cmp_BfrFnlThr_r_T1,Crs_Cmp_NrCrn_l_T2,Crs_Cmp_NrCrn_r_T2,Crs_Cmp_FnlThr_l_T2,Crs_Cmp_FnlThr_r_T2,Crs_Cmp_BfrFnlThr_l_T2,Crs_Cmp_BfrFnlThr_r_T2,Rcv_Bls_Dfc_r_T1,Rcv_Bls_Dfc_l_T1,Rcv_Bls_Mdl_r_T1,Rcv_Bls_Mdl_l_T1,Rcv_Bls_Atk_r_T1,Rcv_Bls_Atk_l_T1,Rcv_Bls_Dfc_r_T2,Rcv_Bls_Dfc_l_T2,Rcv_Bls_Mdl_r_T2,Rcv_Bls_Mdl_l_T2,Rcv_Bls_Atk_r_T2,Rcv_Bls_Atk_l_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2016-2017,29,ATALANTA,PESCARA,19/03/2017,STADIUM ATLETI AZZURRI D'ITALIA,15:00,MICHAEL  FABBRI,OMAR  GAVA,ENRICO  CALIARI,LORENZO  MANGANELLI,PIERO  GIACOMELLI,MARCO PICCININI,3,0,H,GIAN PIERO GASPERINI,ZDENEK ZEMAN,3-5-2,4-3-3,93'09,44'37,48%,23'22 (52%),8'24 (36%),14'58 (64%),21'15 (48%),12'41 (60%),8'34 (40%),5'06,4'08,3'35,3'47,2'40,4'05,3'24,3'15,4'12,3'40,3'46,2'58,13,6,7(3),2(0),0,0,0,0,6,2,0,0,2,1,0,0,0,3,12,5,8,2,4,2,7,5,20,15,53,51,29,21,8,5,13,4,0,0,38,35,24,17,1,2,0 (0),0 (0),109.094,29.007,69.378,10.709,110.7,27.111,73.675,9.914,6.9,7,8 (29%),12 (42%),8 (29%),7 (50%),5 (36%),2 (14%),0/1,0/1,3/4,3/5,0/0,0/0,0/0,0/1,3/6,0/0,0/0,0/0,7,10,8,2,1,1,8,6,3,3,1,0,ALEJANDRO GOMEZ,10,AHMAD BENALI,10,1.25,6,12
2016-2017,29,BOLOGNA,CHIEVOVERONA,19/03/2017,STADIUM RENATO DALL'ARA,15:00,ROSARIO  ABISSO,STEFANO  DEL GIOVANE,ALESSIO  TOLFO,ELENITO  DI LIBERATORE,GIANPAOLO  CALVARESE,ANTONIO RAPUANO,4,1,H,ROBERTO DONADONI,ROLANDO MARAN,4-3-3,4-3-1-2,96'44,40'47,42%,23'14 (57%),10'26 (45%),12'48 (55%),17'33 (43%),8'59 (51%),8'34 (49%),4'49,3'16,5'50,4'12,2'14,2'53,4'06,4'09,1'58,1'59,2'36,2'45,14,9,5(4),5(1),0,0,0,0,4,2,0,0,0,0,3,0,4,1,10,8,5,1,1,1,8,3,20,14,25,31,17,17,4,4,9,11,1,1,33,33,19,14,2,0,0 (0),0 (0),110.119,29.09,71.255,9.774,106.117,28.686,68.74,8.691,6.7,6.4,10 (33%),17 (57%),3 (10%),5 (19%),13 (48%),9 (33%),0/2,0/0,4/10,2/5,0/0,0/0,1/2,0/0,3/5,6/10,0/0,0/0,3,5,2,7,0,0,6,5,2,4,0,0,BLERIM DZEMAILI,31,VALTER BIRSA,23,2.3,3.1,3.4
2016-2017,29,CAGLIARI,LAZIO,19/03/2017,STADIUM SANT'ELIA,15:00,MARCO  GUIDA,MAURO  VIVENZI,STEFANO  LIBERTI,RODOLFO  DI VUOLO,DAVIDE  MASSA,MARCO SERRA,0,0,D,MASSIMO RASTELLI,SIMONE INZAGHI,4-3-2-1,4-3-3,96'04,50'22,52%,21'36 (43%),15'18 (71%),6'18 (29%),28'46 (57%),16'34 (58%),12'12 (42%),3'33,3'09,3'53,3'29,3'06,4'26,4'22,4'08,5'43,3'27,4'56,6'09,4,8,1(0),5(0),0,0,0,0,0,4,0,0,0,0,0,0,4,1,2,4,2,2,2,3,3,9,12,13,45,56,52,53,0,1,24,25,5,4,42,39,9,16,0,1,0 (0),0 (0),111.231,29.427,72.841,8.963,108.454,28.481,70.986,8.987,6.8,6.7,10 (59%),4 (23%),3 (18%),7 (27%),4 (15%),15 (58%),0/3,0/0,1/5,0/2,0/0,0/0,1/1,0/0,0/2,3/9,0/0,0/0,20,12,9,9,2,0,19,18,5,7,3,1,PAOLO FARAGO',16,FELIPE ANDERSON,10,6,4.2,1.55
2016-2017,29,CROTONE,FIORENTINA,19/03/2017,STADIUM EZIO SCIDA,15:00,LUCA  PAIRETTO,ALESSANDRO  COSTANZO,LUCA  MONDIN,PASQUALE  DE MEO,DANIELE  ORSATO,ALEANDRO DI PAOLO,0,1,A,DAVIDE NICOLA,PAULO SOUSA,4-4-2,3-4-2-1,94'59,47'22,50%,16'33 (35%),11'11 (68%),5'22 (32%),30'49 (65%),14'57 (49%),15'52 (51%),3'09,2'22,2'40,2'37,2'20,3'25,5'39,4'05,5'24,3'53,4'58,6'50,10,21,3(0),11(1),0,1,0,0,1,7,0,0,2,0,1,0,9,2,5,13,1,10,7,4,2,1,19,10,50,65,27,28,2,2,34,6,1,1,36,51,4,25,0,2,0 (0),0 (0),109.268,27.763,74.123,7.382,105.964,28.6,70.528,6.836,6.8,6.8,2 (18%),8 (73%),1 (9%),3 (14%),16 (76%),2 (10%),2/2,0/0,1/2,0/0,0/2,0/0,0/1,0/0,1/4,0/3,0/0,2/3,8,10,3,6,0,0,6,12,6,4,0,0,ADRIAN STOIAN,12,NIKOLA KALINIC,9,5.5,3.75,1.67
2016-2017,29,SAMPDORIA,JUVENTUS,19/03/2017,STADIUM LUIGI FERRARIS,15:00,PAOLO  TAGLIAVENTO,MAURO  TONOLINI,ALBERTO  TEGONI,FABRIZIO  POSADO,PAOLO SILVIO  MAZZOLENI,DOMENICO CELI,0,1,A,MARCO GIAMPAOLO,MASSIMILIANO ALLEGRI,4-3-1-2,4-2-3-1,96'56,53'08,55%,25'30 (48%),12'10 (48%),13'20 (52%),27'38 (52%),16'30 (60%),11'08 (40%),3'22,2'27,4'59,5'53,2'04,6'45,6'38,6'00,4'43,3'28,3'31,3'18,9,5,5(0),4(1),0,0,0,0,2,4,0,0,1,0,0,0,3,5,5,6,3,4,3,5,2,5,6,9,32,27,24,24,5,3,8,21,6,2,29,18,24,27,2,1,0 (0),0 (0),104.986,27.369,69.066,8.551,106.668,27.192,70.709,8.767,6.5,6.7,2 (10%),6 (30%),12 (60%),5 (28%),6 (33%),7 (39%),0/1,2/7,0/1,6/11,0/0,0/1,1/1,2/7,1/1,3/5,0/0,0/1,2,4,5,11,2,0,5,3,8,7,1,0,FABIO QUAGLIARELLA,27,JUAN CUADRADO,7,7,4,1.53
2016-2017,29,UDINESE,PALERMO,19/03/2017,"STADIUM FRIULI DENOMINAZIONE COMMERCIALE ""DACIA ARENA""",18:00,FABIO  MARESCA,SERGIO  RANGHETTI,ALFONSO  MARRAZZO,DAMIANO  DI IORIO,DANIELE  DOVERI,EUGENIO ABBATTISTA,4,1,H,LUIGI DELNERI,DIEGO LOPEZ,4-4-2,3-4-2-1,91'10,42'06,46%,21'38 (51%),11'51 (55%),9'47 (45%),20'28 (49%),15'42 (77%),4'46 (23%),2'34,4'14,4'06,3'49,2'06,4'49,5'59,3'28,2'55,2'15,2'12,3'39,11,5,9(4),3(1),0,1,1,0,7,2,0,0,0,0,0,0,1,5,9,4,3,2,1,1,5,5,14,19,16,15,22,17,2,1,12,8,0,0,17,7,24,13,1,0,0 (0),0 (0),101.457,27.875,66.119,7.463,99.68,25.978,66.283,7.419,6.5,6.5,11 (44%),4 (16%),10 (40%),3 (30%),2 (20%),5 (50%),0/0,3/4,2/4,1/1,0/0,0/0,0/0,3/4,1/1,0/0,0/0,0/0,4,0,10,8,0,0,5,2,9,1,0,0,RODRIGO DE PAUL,10,ROLAND SALLAI,20,1.62,3.8,6
2016-2017,29,ROMA,SASSUOLO,19/03/2017,STADIUM OLIMPICO,20:45,MARCO  DI BELLO,MATTEO  PASSERI,ALESSANDRO  LO CICERO,GIUSEPPE  DE PINTO,NICOLA  RIZZOLI,DAVIDE GHERSINI,3,1,H,LUCIANO SPALLETTI,EUSEBIO DI FRANCESCO,3-4-2-1,4-3-3,96'57,46'02,47%,25'41 (56%),12'08 (47%),13'33 (53%),20'21 (44%),10'32 (52%),9'49 (48%),5'23,4'37,4'22,2'48,4'24,4'07,3'43,3'38,2'25,3'28,3'17,3'50,17,8,9(3),5(1),0,0,0,0,7,4,0,0,2,0,0,0,3,5,12,7,6,6,4,4,11,7,6,6,33,41,32,17,8,5,24,21,9,18,35,43,17,18,1,1,0 (0),0 (0),106.436,29.026,68.244,9.166,109.996,27.809,71.668,10.519,6.5,6.7,20 (39%),12 (24%),19 (37%),13 (33%),12 (29%),15 (38%),1/2,1/2,1/2,2/3,1/1,1/3,1/1,1/2,0/5,1/3,0/1,0/1,6,6,2,16,1,1,3,4,3,4,2,1,MOHAMED SALAH,11,GREGOIRE DEFREL,11,1.22,6,15
2016-2017,30,SASSUOLO,LAZIO,01/04/2017,STADIUM MAPEI STADIUM,18:00,PIERO  GIACOMELLI,FILIPPO  VALERIANI,GIORGIO  PERETTI,ANDREA  CRISPO,LUCA  PAIRETTO,ROSARIO ABISSO,1,2,A,EUSEBIO DI FRANCESCO,SIMONE INZAGHI,4-3-3,4-3-3,94'55,52'49,56%,25'22 (48%),16'31 (65%),8'51 (35%),27'27 (52%),13'33 (49%),13'54 (51%),5'03,3'50,5'08,4'02,4'05,3'14,4'00,2'57,5'00,4'10,7'20,4'00,8,6,4(1),4(1),1,0,0,0,4,3,0,0,0,0,0,1,2,2,8,7,3,2,2,4,2,3,12,12,40,28,41,29,12,10,27,32,14,5,47,39,16,17,3,1,1 (1),0 (0),111.163,27.325,73.428,10.41,106.916,26.472,70.69,9.754,7.1,7,7 (33%),11 (53%),3 (14%),6 (24%),16 (64%),3 (12%),0/1,0/1,1/6,0/0,1/2,0/0,0/3,0/1,1/5,0/1,0/2,3/5,14,13,10,2,0,2,10,8,5,6,0,0,DOMENICO BERARDI,25,CIRO IMMOBILE,17,4.5,3.75,1.8
2016-2017,30,ROMA,EMPOLI,01/04/2017,STADIUM OLIMPICO,20:45,DAVIDE  MASSA,GIACOMO  PAGANESSI,GIANMATTIA  TASSO,SERGIO  RANGHETTI,PAOLO  TAGLIAVENTO,MARCO SERRA,2,0,H,LUCIANO SPALLETTI,GIOVANNI MARTUSCIELLO,3-4-2-1,4-3-1-2,93'55,46'22,49%,25'57 (56%),10'32 (41%),15'25 (59%),20'25 (44%),9'48 (48%),10'37 (52%),3'04,4'35,3'43,5'01,4'42,4'52,3'32,3'08,3'22,2'30,2'53,4'59,15,11,6(2),3(0),0,0,2,1,5,3,0,0,1,0,0,1,3,3,10,6,3,1,1,3,14,4,16,7,19,17,17,10,3,0,11,17,0,0,17,12,20,15,2,0,0 (0),0 (0),104.437,28.431,67.942,8.064,111.062,25.336,74.751,10.975,6.5,6.9,2 (9%),15 (65%),6 (26%),5 (23%),10 (45%),7 (32%),1/1,1/1,0/1,1/2,1/2,2/2,1/3,1/1,1/2,3/3,0/0,0/0,3,4,6,4,0,0,1,2,2,3,2,0,EDIN DZEKO,9,MAME BABA THIAM,27,1.17,7.5,17
2016-2017,30,TORINO,UDINESE,02/04/2017,STADIUM OLIMPICO GRANDE TORINO,12:30,DAVIDE  GHERSINI,DAMIANO  DI IORIO,LUCA  MONDIN,ALBERTO  TEGONI,MICHAEL  FABBRI,DANIELE MINELLI,2,2,D,SINISA MIHAJLOVIC,LUIGI DELNERI,4-3-3,4-3-3,97'22,52'57,54%,37'48 (71%),14'53 (39%),22'55 (61%),15'09 (29%),7'49 (52%),7'20 (48%),5'17,5'36,6'27,6'10,4'23,9'55,1'56,2'55,3'16,2'07,2'04,2'51,17,7,11(2),3(2),0,0,3,0,10,3,0,0,2,0,0,0,1,4,16,6,3,4,4,1,13,2,12,14,28,23,20,22,5,4,6,38,0,3,33,14,39,12,1,2,0 (0),0 (0),109.297,30.475,69.39,9.432,113.963,29.261,75.307,9.395,6.5,6.8,7 (27%),9 (35%),10 (38%),5 (50%),2 (20%),3 (30%),0/2,4/8,2/4,4/9,1/1,0/1,1/1,4/8,3/3,0/0,0/0,0/0,2,8,3,7,0,0,6,5,6,4,1,0,ANDREA BELOTTI,9,JAKUB JANKTO,14,1.85,3.75,4.2
2016-2017,30,CHIEVOVERONA,CROTONE,02/04/2017,STADIUM MARC'ANTONIO BENTEGODI,15:00,GIANPAOLO  CALVARESE,GIORGIO  SCHENONE,EMANUELE  PRENNA,MAURO  VIVENZI,LUCA  BANTI,GIANLUCA MANGANIELLO,1,2,A,ROLANDO MARAN,DAVIDE NICOLA,4-3-1-2,4-4-2,95'06,47'34,50%,28'47 (61%),15'43 (55%),13'04 (45%),18'47 (39%),10'54 (58%),7'53 (42%),5'29,4'40,5'04,4'46,4'06,4'40,3'28,4'20,3'14,2'37,1'35,3'33,13,13,5(1),7(2),0,0,0,0,5,5,0,0,0,0,1,0,5,3,11,12,2,5,2,4,2,8,8,8,37,31,23,22,1,3,11,15,0,2,37,39,23,18,0,2,0 (0),0 (0),108.776,27.475,72.427,8.874,110.09,25.876,75.317,8.897,6.7,7,5 (21%),13 (54%),6 (25%),7 (29%),13 (54%),4 (17%),2/2,0/3,5/6,1/5,0/0,0/0,1/1,0/3,1/5,1/4,0/0,0/0,2,8,8,4,0,1,5,5,8,3,1,0,SERGIO PELLISSIER,31,GIAN MARCO FERRARI,13,1.85,3.5,4.5
2016-2017,30,FIORENTINA,BOLOGNA,02/04/2017,STADIUM ARTEMIO FRANCHI,15:00,DANIELE  DOVERI,CLAUDIO  LA ROCCA,CIRO  CARBONE,OMAR  GAVA,MARCO  GUIDA,IVANO PEZZUTO,1,0,H,PAULO SOUSA,ROBERTO DONADONI,3-4-2-1,3-5-1-1,97'08,62'00,64%,33'56 (55%),16'23 (48%),17'33 (52%),28'04 (45%),22'54 (82%),5'10 (18%),6'11,6'01,6'18,4'56,4'47,5'43,3'38,3'44,5'43,4'15,4'49,5'55,11,4,5(1),1(0),1,0,1,0,3,1,0,0,1,1,0,0,1,4,6,2,5,2,7,1,11,1,10,11,55,41,26,26,3,2,7,23,1,0,34,32,19,13,3,1,0 (0),0 (0),112.932,29.958,73.927,9.047,115.48,29.453,76.285,9.742,6.8,6.9,1 (5%),16 (76%),4 (19%),4 (40%),4 (40%),2 (20%),0/0,0/0,1/2,0/3,1/2,0/0,1/1,0/0,0/2,2/2,1/1,0/1,7,8,4,2,1,4,8,8,2,7,0,1,BORJA VALERO,20,LADISLAV KREJCI,11,1.5,4.2,7
2016-2017,30,GENOA,ATALANTA,02/04/2017,STADIUM LUIGI FERRARIS,15:00,CLAUDIO  GAVILLUCCI,ALESSANDRO  GIALLATINI,GIANLUCA  VUOTO,VALERIO  PEGORIN,MAURIZIO  MARIANI,ALEANDRO DI PAOLO,0,5,A,ANDREA MANDORLINI,GIAN PIERO GASPERINI,5-3-2,3-4-3,91'54,56'23,61%,23'56 (42%),14'32 (61%),9'24 (39%),32'27 (58%),16'42 (51%),15'45 (49%),3'31,4'18,4'03,4'33,3'37,3'54,5'28,4'20,5'12,3'24,5'56,8'06,7,17,4(0),13(5),1,2,0,1,2,9,0,0,0,0,0,0,8,4,6,16,3,11,0,3,3,7,14,15,36,51,28,16,4,7,20,7,0,0,32,25,14,33,0,1,0 (0),1 (1),102.309,26.53,67.543,8.236,106.367,28.665,69.193,8.509,6.7,6.9,6 (35%),7 (41%),4 (24%),7 (23%),16 (54%),7 (23%),1/1,0/1,3/4,1/2,0/0,0/0,0/0,0/1,0/1,1/1,0/0,0/0,12,8,2,3,2,1,5,0,4,6,1,0,GIOVANNI SIMEONE,9,ALEJANDRO GOMEZ,10,3.8,3.4,2.05
2016-2017,30,PALERMO,CAGLIARI,02/04/2017,STADIUM RENZO BARBERA,15:00,PAOLO  VALERI,FABRIZIO  POSADO,PASQUALE  DE MEO,ANDREA  MARZALONI,MARCO  DI BELLO,JUAN LUCA SACCHI,1,3,A,DIEGO LOPEZ,MASSIMO RASTELLI,3-5-2,4-3-2-1,96'05,47'01,49%,26'53 (57%),11'16 (42%),15'37 (58%),20'08 (43%),12'23 (62%),7'45 (38%),4'11,4'39,3'49,3'59,5'18,4'57,3'47,2'27,3'07,3'37,3'41,3'29,11,14,5(1),9(3),0,0,2,2,3,6,0,0,2,0,0,0,5,4,5,8,2,5,2,0,13,4,12,12,27,21,23,26,3,3,8,21,0,0,12,8,30,21,0,0,0 (0),0 (0),108.92,30.172,69.905,8.843,111.57,29.919,72.851,8.8,6.7,6.8,15 (42%),2 (5%),19 (53%),15 (65%),4 (18%),4 (17%),0/0,3/3,6/7,5/7,0/0,0/0,2/2,3/3,5/6,2/3,0/0,0/0,1,6,5,10,0,1,5,3,10,7,0,1,GIANCARLO GONZALEZ,12,ARTUR IONITA,21,2.25,3.4,3.25
2016-2017,30,PESCARA,MILAN,02/04/2017,STADIUM ADRIATICO - GIOVANNI CORNACCHIA,15:00,PAOLO SILVIO  MAZZOLENI,RODOLFO  DI VUOLO,GIUSEPPE  DE PINTO,ELENITO  DI LIBERATORE,NICOLA  RIZZOLI,GIANLUCA AURELIANO,1,1,D,ZDENEK ZEMAN,VINCENZO MONTELLA,4-3-3,4-3-3,95'23,50'37,53%,17'54 (35%),7'42 (43%),10'12 (57%),32'43 (65%),16'42 (51%),16'01 (49%),4'19,2'51,2'28,2'33,2'54,2'49,4'59,5'12,6'58,4'56,3'37,7'01,9,21,4(0),13(1),0,1,0,1,2,10,0,0,0,0,1,0,6,4,5,11,1,2,2,1,5,7,23,9,29,32,15,26,7,6,33,10,19,6,32,27,11,20,1,1,0 (0),0 (0),104.976,26.091,69.937,8.948,107.787,26.06,72.691,9.036,6.8,6.9,14 (40%),8 (23%),13 (37%),13 (22%),24 (41%),22 (37%),3/3,0/1,3/6,2/3,0/1,0/0,0/0,0/1,1/2,6/7,0/0,3/4,2,4,5,4,0,0,6,7,6,5,2,0,AHMAD BENALI,10,MARIO PASALIC,80,6,4.33,1.53
2016-2017,30,NAPOLI,JUVENTUS,02/04/2017,STADIUM SAN PAOLO,20:45,DANIELE  ORSATO,RICCARDO  DI FIORE,LORENZO  MANGANELLI,GIANLUCA  CARIOLATO,GIANLUCA  ROCCHI,ANTONIO DAMATO,1,1,D,MAURIZIO SARRI,MASSIMILIANO ALLEGRI,4-3-3,4-2-3-1,93'58,53'40,57%,29'18 (55%),12'05 (41%),17'13 (59%),24'22 (45%),19'23 (80%),4'59 (20%),5'14,3'56,6'00,4'32,3'10,6'26,5'28,3'18,3'11,3'37,5'31,3'17,13,3,6(1),1(1),1,0,0,0,4,1,0,0,0,0,0,0,0,4,9,1,2,2,1,0,5,2,9,8,34,36,25,22,3,3,5,21,8,1,25,21,35,8,0,0,0 (0),0 (0),114.21,27.056,77.175,9.979,110.868,28.281,75.524,7.063,7,6.8,11 (34%),14 (44%),7 (22%),3 (33%),4 (45%),2 (22%),1/2,2/3,2/3,1/2,0/1,0/0,1/1,2/3,0/2,0/0,0/0,0/0,2,4,1,13,2,3,8,3,9,2,0,0,MAREK HAMSIK,17,SAMI KHEDIRA,6,2.38,3.3,3.1
2016-2017,30,INTER,SAMPDORIA,03/04/2017,STADIUM GIUSEPPE MEAZZA,20:45,DOMENICO  CELI,FABIANO  PRETI,SALVATORE  LONGO,ALESSANDRO  LO CICERO,MASSIMILIANO  IRRATI,FEDERICO LA PENNA,1,2,A,STEFANO PIOLI,MARCO GIAMPAOLO,4-2-3-1,4-3-1-2,95'16,45'10,47%,24'12 (54%),7'04 (29%),17'08 (71%),20'58 (46%),12'20 (59%),8'38 (41%),4'00,5'16,3'55,4'36,3'14,3'10,2'49,2'51,4'04,2'52,4'22,4'00,16,7,6(1),5(2),0,1,0,0,5,4,0,0,1,0,0,0,1,5,7,6,2,1,8,2,16,2,13,12,26,22,31,18,1,4,14,26,1,1,20,13,33,17,0,1,0 (0),1 (1),114.328,28.828,76.01,9.49,113.365,29.007,75.687,8.671,6.9,6.8,21 (48%),4 (9%),19 (43%),7 (47%),4 (26%),4 (27%),1/2,3/4,4/8,8/10,0/0,0/0,0/0,3/4,3/3,1/2,0/0,0/0,4,7,7,10,2,1,2,5,6,4,1,0,DANILO D'AMBROSIO,33,PATRIK SCHICK,14,1.33,5.5,9
2016-2017,31,EMPOLI,PESCARA,08/04/2017,STADIUM CARLO CASTELLANI,15:00,PAOLO  TAGLIAVENTO,GIANLUCA  CARIOLATO,ALBERTO  TEGONI,CLAUDIO  LA ROCCA,PAOLO  VALERI,FRANCESCO SAIA,1,1,D,GIOVANNI MARTUSCIELLO,ZDENEK ZEMAN,4-3-1-2,4-3-3,95'05,53'18,56%,30'27 (57%),17'32 (58%),12'55 (42%),22'51 (43%),16'46 (73%),6'05 (27%),3'27,4'39,5'17,4'56,6'16,5'52,3'46,3'46,3'38,3'40,2'19,5'42,11,12,6(1),6(1),3,0,0,1,3,5,0,0,1,0,1,0,5,4,5,5,5,3,0,3,7,5,14,13,43,43,36,32,0,2,22,25,1,5,27,26,14,6,0,2,0 (0),0 (0),109.763,27.765,71.238,10.76,109.241,28.252,70.995,9.994,6.7,6.7,4 (15%),12 (44%),11 (41%),7 (28%),5 (20%),13 (52%),0/0,1/1,0/2,3/6,0/0,0/0,0/0,1/1,1/1,1/3,0/0,0/0,8,12,5,6,3,2,13,8,7,3,1,0,OMAR EL KADDOURI,10,AHMAD BENALI,10,1.83,3.75,4.2
2016-2017,31,ATALANTA,SASSUOLO,08/04/2017,STADIUM ATLETI AZZURRI D'ITALIA,18:00,NICOLA  RIZZOLI,STEFANO  ALASSIO,SERGIO  RANGHETTI,STEFANO  LIBERTI,FABIO  MARESCA,JUAN LUCA SACCHI,1,1,D,GIAN PIERO GASPERINI,EUSEBIO DI FRANCESCO,3-4-1-2,4-3-3,97'26,50'29,52%,30'51 (61%),12'03 (39%),18'48 (61%),19'38 (39%),11'09 (57%),8'29 (43%),3'23,5'33,6'04,4'26,3'39,7'45,4'02,3'16,3'03,1'41,3'53,3'43,12,3,7(1),2(1),0,1,1,0,7,1,0,0,1,0,0,0,1,5,8,3,7,1,5,1,11,2,13,14,23,23,18,17,0,2,6,13,3,3,22,26,24,12,0,1,0 (0),0 (0),105.022,28.038,68.574,8.41,104.794,25.932,69.251,9.611,6.7,6.8,11 (50%),6 (27%),5 (23%),1 (20%),3 (60%),1 (20%),1/3,2/2,6/6,2/2,1/2,0/1,0/0,2/2,0/1,0/3,0/1,0/0,3,6,5,1,0,3,3,5,3,6,0,0,ALEJANDRO GOMEZ,10,LORENZO PELLEGRINI,6,1.45,4.5,7
2016-2017,31,JUVENTUS,CHIEVOVERONA,08/04/2017,STADIUM JUVENTUS STADIUM,20:45,MICHAEL  FABBRI,MARCO  BARBIRATI,MAURO  VIVENZI,SALVATORE  LONGO,PIERO  GIACOMELLI,DAVIDE GHERSINI,2,0,H,MASSIMILIANO ALLEGRI,ROLANDO MARAN,4-2-3-1,4-3-1-2,94'06,56'25,60%,33'28 (59%),18'00 (54%),15'28 (46%),22'57 (41%),11'16 (49%),11'41 (51%),7'30,5'06,5'14,4'53,4'26,6'19,3'01,3'08,4'52,3'58,3'20,4'38,17,6,10(2),3(0),1,0,0,0,4,2,0,0,0,0,1,0,3,5,13,6,9,3,2,0,10,2,8,11,43,34,16,21,4,5,9,18,0,1,23,23,31,25,0,1,0 (0),0 (0),116.009,28.443,78.308,9.258,111.73,27.686,76.156,7.888,7.1,6.8,8 (26%),16 (51%),7 (23%),7 (33%),6 (29%),8 (38%),0/0,1/1,5/6,1/3,0/0,0/0,1/2,1/1,4/5,6/8,0/0,0/0,4,4,1,4,0,3,3,5,4,7,1,1,GONZALO HIGUAIN,9,SERGIO PELLISSIER,31,1.25,6,12
2016-2017,31,SAMPDORIA,FIORENTINA,09/04/2017,STADIUM LUIGI FERRARIS,12:50,CARMINE  RUSSO,GIULIO  DOBOSZ,GIUSEPPE  DE PINTO,GIANLUCA  VUOTO,LUCA  PAIRETTO,GIANLUCA AURELIANO,2,2,D,MARCO GIAMPAOLO,PAULO SOUSA,4-3-1-2,3-4-2-1,95'09,46'11,49%,23'05 (50%),15'23 (67%),7'42 (33%),23'06 (50%),14'04 (61%),9'02 (39%),3'54,5'44,3'47,3'15,3'27,2'57,2'56,2'59,3'11,4'18,4'18,5'24,11,16,5(2),8(2),0,0,0,1,3,7,0,0,0,4,0,1,4,3,6,12,2,2,2,4,4,10,19,11,28,39,25,29,6,7,22,9,4,2,21,24,10,16,3,0,0 (0),0 (0),104.622,27.779,67.91,8.933,103.462,28.405,66.308,8.749,6.6,6.7,2 (11%),16 (84%),1 (5%),5 (14%),21 (58%),10 (28%),0/2,1/1,0/1,0/0,0/0,0/0,0/1,1/1,2/2,0/0,1/1,1/1,1,14,1,7,0,2,6,9,6,7,1,0,BRUNO FERNANDES,10,CRISTIAN TELLO,16,3,3.5,2.3
