Year,Matchday,Team_1,Team_2,Day,Stadium,Time,Referee,A_Referee_1,A_Referee_2,4_official,VAR_official,AVAR_official,Gls_T1,Gls_T2,FR,Coach_T1,Coach_T2,Fmt_T1,Fmt_T2,Ptt,Ptr,Pt_1st_hf,Pt_2nd_hf,Ptp,Ptt_T1,Pt_DH_T1,Pt_OH_T1,Ptt_T2,Pt_DH_T2,Pt_OH_T2,Pt_0_15_T1,Pt_16_30_T1,Pt_31_HT_T1,Pt_45_60_T1,Pt_61_75_T1,Pt_76_FT_T1,Pt_0_15_T2,Pt_16_30_T2,Pt_31_HT_T2,Pt_45_60_T2,Pt_61_75_T2,Pt_76_FT_T2,Atp_T1,Atp_T2,Atp_on_T1,Atp_on_T2,Atp_on_sp_T1,Atp_on_sp_T2,Atp_on_fk_T1,Atp_on_fk_T2,Atp_on_pb_T1,Atp_on_pb_T2,Post_T1,Post_T2,Atp_off_T1,Atp_off_T2,Svs_T1,Svs_T2,Blck_shts_T1,Blck_shts_T2,Scr_chc_T1,Scr_chc_T2,Ast_T1,Ast_T2,Off_T1,Off_T2,Drbbl_T1,Drbbl_T2,Crn_T1,Crn_T2,FlsC_T1,FlsC_T2,Pss_Cmpl_T1,Pss_Cmpl_T2,Pss_Cmpl_Perc_T1,Pss_Cmpl_Perc_T2,Pss_Fnl_Thr_T1,Pss_Fnl_Thr_T2,Frwd_Pss_T1,Frwd_Pss_T2,Crs_Suc_Atp_T1,Crs_Suc_Atp_T2,Lng_Pss_T1,Lng_Pss_T2,Key_Pss_T1,Key_Pss_T2,Rcv_Bls_T1,Rcv_Bls_T2,Pnt_T1,Pnt_T2,Dst_c_T1,Dst_j_T1,Dst_r_T1,Dst_s_T1,Dst_c_T2,Dst_j_T2,Dst_r_T2,Dst_s_T2,Avg_Spd_T1,Avg_Spd_T2,Atk_l_T1,Atk_c_T1,Atk_r_T1,Atk_l_T2,Atk_c_T2,Atk_r_T2,Blls_Plyd_T1,Blls_Plyd_Def_T1,Blls_Plyd_Mid_T1,Blls_Plyd_Atk_T1,Blls_Plyd_T2,Blls_Plyd_Def_T2,Blls_Plyd_Mid_T2,Blls_Plyd_Atk_T2,Tch_Def_Top_Left_T1,Tch_Def_Top_Ctr_Left_T1,Tch_Def_Top_Ctr_Right_T1,Tch_Def_Top_Right_T1,Tch_Def_Btm_Left_T1,Tch_Def_Btm_Ctr_Left_T1,Tch_Def_Btm_Ctr_Right_T1,Tch_Def_Btm_Right_T1,Tch_Mid_Top_Left_T1,Tch_Mid_Top_Ctr_Left_T1,Tch_Mid_Top_Ctr_Right_T1,Tch_Mid_Top_Right_T1,Tch_Mid_Btm_Left_T1,Tch_Mid_Btm_Ctr_Left_T1,Tch_Mid_Btm_Ctr_Right_T1,Tch_Mid_Btm_Right_T1,Tch_Atk_Top_Left_T1,Tch_Atk_Top_Ctr_Left_T1,Tch_Atk_Top_Ctr_Right_T1,Tch_Atk_Top_Right_T1,Tch_Atk_Btm_Left_T1,Tch_Atk_Btm_Ctr_Left_T1,Tch_Atk_Btm_Ctr_Right_T1,Tch_Atk_Btm_Right_T1,Tch_Def_Top_Left_T2,Tch_Def_Top_Ctr_Left_T2,Tch_Def_Top_Ctr_Right_T2,Tch_Def_Top_Right_T2,Tch_Def_Btm_Left_T2,Tch_Def_Btm_Ctr_Left_T2,Tch_Def_Btm_Ctr_Right_T2,Tch_Def_Btm_Right_T2,Tch_Mid_Top_Left_T2,Tch_Mid_Top_Ctr_Left_T2,Tch_Mid_Top_Ctr_Right_T2,Tch_Mid_Top_Right_T2,Tch_Mid_Btm_Left_T2,Tch_Mid_Btm_Ctr_Left_T2,Tch_Mid_Btm_Ctr_Right_T2,Tch_Mid_Btm_Right_T2,Tch_Atk_Top_Left_T2,Tch_Atk_Top_Ctr_Left_T2,Tch_Atk_Top_Ctr_Right_T2,Tch_Atk_Top_Right_T2,Tch_Atk_Btm_Left_T2,Tch_Atk_Btm_Ctr_Left_T2,Tch_Atk_Btm_Ctr_Right_T2,Tch_Atk_Btm_Right_T2,K_Ply_T1,K_Ply_Nbr_T1,K_Ply_T2,K_Ply_Nbr_T2,Odd_T1,Odd_D,Odd_T2
2021-2022,21,CAGLIARI,BOLOGNA,11/01/2022,UNIPOL DOMUS STADIUM,20:45,DAVIDE  GHERSINI,ALESSANDRO  COSTANZO,MARCO  TRINCHIERI,MATTEO  MARCHETTI,FABIO  MARESCA,DAMIANO DI IORIO,2,1,H,WALTER MAZZARRI,SINISA MIHAJLOVIC,3-5-2,3-5-2,99'13,45'31,24'45,20'46,46%,24'06 (53%),15'03 (62%),9'03 (38%),21'25 (47%),15'04 (70%),6'21 (30%),4'08,2'47,5'38,3'23,4'06,4'04,4'51,3'02,4'19,3'34,2'16,3'23,13,9,4(2),3(1),0,1,0,1,4,2,1,2,7,3,2,2,2,3,11,4,2,0,3,1,6,12,5,5,12,15,318,262,77%,69%,65,44,160,105,9/19,3/12,30,25,9,4,67,70,0 (0),0 (0),108.986,26.572,71.696,10.718,101.125,25.358,66.905,8.862,6.8,6.6,11 (28%),12 (31%),16 (41%),6 (29%),6 (28%),9 (43%),716,199,327,190,674,285,278,111,2,33,30,8,32,39,32,23,42,50,41,36,48,37,32,41,41,20,22,35,28,11,11,22,21,42,42,22,41,36,33,48,36,35,43,46,42,24,29,23,26,21,19,9,15,5,11,5,GASTON PEREIRO,20,RICCARDO ORSOLINI,7,2.75,3.3,2.5
2021-2022,22,SAMPDORIA,TORINO,15/01/2022,LUIGI FERRARIS STADIUM,15:00,LUCA  MASSIMI,PASQUALE  CAPALDO,DARIO  GARZELLI,FEDERICO  DIONISI,MAURIZIO  MARIANI,SALVATORE LONGO,1,2,A,ROBERTO D'AVERSA,IVAN JURIC,4-2-3-1,3-4-2-1,97'45,45'27,22'20,23'07,46%,16'48 (37%),9'15 (55%),7'33 (45%),28'39 (63%),11'26 (40%),17'13 (60%),2'15,2'25,2'37,2'31,1'12,5'48,5'24,4'09,5'30,5'44,4'30,3'22,11,20,3(1),12(2),0,3,0,0,2,8,0,0,6,4,10,1,2,4,7,14,1,2,3,1,6,10,3,10,13,14,187,401,64%,81%,55,149,97,263,6/16,6/19,25,26,6,12,72,73,0 (0),0 (0),100.338,36.028,56.013,8.296,105.208,39.374,57.436,8.397,6.17,6.12,10 (37%),8 (30%),9 (33%),21 (57%),5 (13%),11 (30%),575,239,222,114,816,180,364,272,5,54,50,14,21,36,29,30,15,48,40,27,18,25,24,25,12,22,22,22,10,4,7,15,8,28,35,3,20,34,33,19,35,42,69,39,39,42,55,43,42,29,58,49,30,26,14,24,FRANCESCO CAPUTO,10,DENNIS PRAET,22,3,3.2,2.45
2021-2022,22,SALERNITANA,LAZIO,15/01/2022,ARECHI STADIUM,18:00,ROSARIO  ABISSO,FABIO  SCHIRRU,LUIGI  LANOTTE,MANUEL  VOLPI,LUIGI  NASCA,ALBERTO TEGONI,0,3,A,STEFANO COLANTUONO,MAURIZIO SARRI,3-5-2,4-3-3,94'00,56'09,31'36,24'33,60%,14'35 (26%),8'55 (61%),5'40 (39%),41'34 (74%),25'56 (62%),15'38 (38%),1'28,1'35,2'41,2'37,3'09,3'05,9'22,7'56,8'34,7'25,5'30,2'47,6,15,1(0),8(3),0,1,0,0,0,5,0,1,3,3,5,1,2,4,5,14,0,3,0,1,5,5,3,7,11,16,243,810,80%,92%,34,133,105,345,2/8,5/8,22,51,5,11,53,57,0 (0),0 (0),107.011,36.233,63.565,7.212,112.489,35.404,66.93,10.155,6.81,7.18,5 (25%),10 (50%),5 (25%),10 (32%),11 (36%),10 (32%),518,207,241,70,1086,285,613,188,5,30,41,2,29,41,40,19,25,34,41,25,31,30,28,27,13,14,13,8,7,6,7,2,9,30,34,11,27,66,72,36,85,92,91,84,70,54,59,78,36,35,29,33,7,13,17,18,FEDERICO BONAZZOLI,9,CIRO IMMOBILE,17,7,4.5,1.45
2021-2022,22,JUVENTUS,UDINESE,15/01/2022,ALLIANZ STADIUM STADIUM,20:45,ANTONIO  GIUA,EDOARDO  RASPOLLINI,VITTORIO  DI GIOIA,FRANCESCO  FOURNEAU,DANIELE  CHIFFI,DARIO CECCONI,2,0,H,MASSIMILIANO ALLEGRI,GABRIELE CIOFFI,4-2-3-1,3-5-2,95'11,52'48,27'17,25'31,55%,35'22 (67%),17'29 (49%),17'53 (51%),17'26 (33%),8'19 (48%),9'07 (52%),6'41,5'30,7'32,5'46,4'05,5'48,2'49,1'51,2'54,2'58,3'55,2'59,14,16,4(2),3(0),0,0,1,0,2,1,0,0,6,8,3,2,4,5,8,15,2,0,1,0,9,14,7,6,13,10,590,264,88%,80%,122,77,312,152,4/11,3/9,40,16,7,15,68,53,0 (0),0 (0),104.126,36.931,59.25,7.944,107.366,36.694,63.308,7.363,6.74,6.76,8 (28%),14 (48%),7 (24%),3 (17%),13 (72%),2 (11%),940,219,519,202,609,193,254,162,12,33,33,12,25,42,42,20,52,80,86,44,77,68,57,55,29,38,40,39,17,11,18,10,8,41,29,13,22,21,37,22,16,23,41,41,22,39,38,34,20,33,39,22,8,11,13,16,WESTON MCKENNIE,14,BETO,9,1.4,4.75,7.5
2021-2022,22,SASSUOLO,HELLAS VERONA,16/01/2022,MAPEI STADIUM - CITTA' DEL TRICOLORE STADIUM,12:30,ALESSANDRO  PRONTERA,MARCO  BRESMES,DAISUKE EMANUELE  YOSHIKAWA,MATTEO  MARCHETTI,MAURIZIO  MARIANI,MAURO GALETTO,2,4,A,ALESSIO DIONISI,IGOR TUDOR,4-2-3-1,3-4-2-1,97'00,42'57,20'50,22'07,44%,24'02 (56%),13'05 (54%),10'57 (46%),18'55 (44%),6'34 (35%),12'21 (65%),4'16,4'05,3'52,2'37,4'22,4'50,2'56,3'00,2'41,2'28,2'34,5'16,13,21,5(2),6(4),1,1,0,1,2,5,0,0,6,10,2,3,2,5,11,15,2,2,0,8,3,14,9,7,6,18,333,262,78%,76%,69,119,164,180,7/14,3/10,28,24,9,13,55,69,0 (0),1 (1),102.481,37.812,56.906,7.763,107.772,38.14,61.208,8.423,6.28,6.6,11 (42%),6 (23%),9 (35%),10 (38%),7 (27%),9 (35%),697,252,288,157,640,185,235,220,16,68,51,6,18,27,27,39,35,38,34,29,31,48,42,31,25,19,30,20,27,14,12,10,2,34,35,11,13,32,24,34,18,35,24,32,27,32,35,32,30,39,27,32,26,16,35,15,GIANLUCA SCAMACCA,91,ANTONIN BARAK,7,2.2,3.5,3.2
2021-2022,22,VENEZIA,EMPOLI,16/01/2022,PIER LUIGI PENZO STADIUM,15:00,PIERO  GIACOMELLI,DOMENICO  PALERMO,GIUSEPPE  PERROTTI,DANIELE  MINELLI,DANIELE  DOVERI,GIORGIO PERETTI,1,1,D,PAOLO ZANETTI,AURELIO ANDREAZZOLI,4-3-3,4-3-2-1,95'13,45'38,23'19,22'19,48%,22'21 (49%),12'43 (57%),9'38 (43%),23'17 (51%),14'28 (62%),8'49 (38%),4'34,3'46,3'43,3'27,3'31,3'20,3'32,4'03,3'41,4'39,3'16,4'06,14,17,3(1),6(1),0,2,0,0,3,4,0,0,5,7,5,2,6,4,11,11,1,1,0,1,12,8,6,5,13,17,285,311,77%,79%,84,100,151,172,5/17,6/9,26,19,10,10,53,61,0 (0),0 (0),105.334,36.202,61.031,8.101,107.249,36.478,62.717,8.053,6.78,6.88,20 (57%),4 (12%),11 (31%),9 (28%),9 (28%),14 (44%),651,223,251,177,662,247,239,176,8,31,53,8,14,31,40,38,22,25,38,41,25,26,34,40,22,17,22,41,16,19,12,28,17,43,39,7,30,41,42,28,31,47,21,19,41,31,27,22,40,27,21,22,18,27,7,14,DAVID OKEREKE,77,SZYMON ZURKOWSKI,27,2.62,3.5,2.55
2021-2022,22,ROMA,CAGLIARI,16/01/2022,OLIMPICO STADIUM,18:00,LORENZO  MAGGIONI,PASQUALE  DE MEO,ORESTE  MUTO,MANUEL  VOLPI,LUCA  PAIRETTO,CIRO CARBONE,1,0,H,JOSE' MOURINHO,WALTER MAZZARRI,4-2-3-1,3-4-1-2,99'07,50'44,25'36,25'08,51%,28'54 (57%),19'44 (68%),9'10 (32%),21'50 (43%),13'52 (64%),7'58 (36%),4'54,5'04,5'37,5'15,4'37,3'27,2'54,3'25,3'42,3'22,3'45,4'42,15,8,7(1),2(0),0,0,1,0,5,1,0,0,4,3,2,6,4,3,12,7,0,0,2,2,6,6,1,1,13,17,434,289,81%,75%,70,63,167,147,6/8,7/16,36,21,12,7,75,68,1 (1),0 (0),111.903,37.002,64.019,10.881,118.452,40.459,66.465,11.528,7.01,7.05,28 (55%),11 (21%),12 (24%),15 (33%),8 (18%),22 (49%),839,322,371,146,693,206,336,151,12,47,54,7,55,57,59,31,41,58,72,50,38,28,34,50,15,21,25,32,11,5,22,15,10,63,18,7,22,30,37,19,36,33,43,54,41,43,43,43,24,24,21,38,9,10,13,12,SERGIO OLIVEIRA,27,JOAO PEDRO,10,1.36,5,8.5
2021-2022,22,ATALANTA,INTER,16/01/2022,GEWISS STADIUM STADIUM,20:45,DAVIDE  MASSA,ALESSANDRO  LO CICERO,FILIPPO  VALERIANI,JUAN LUCA  SACCHI,ALEANDRO  DI PAOLO,ALESSANDRO GIALLATINI,0,0,D,GIAN PIERO GASPERINI,SIMONE INZAGHI,3-4-2-1,3-5-2,93'12,53'50,28'10,25'40,58%,19'22 (36%),7'59 (41%),11'23 (59%),34'28 (64%),23'04 (67%),11'24 (33%),3'37,2'47,3'26,2'49,4'10,2'33,6'49,6'28,5'03,7'04,5'07,3'57,12,11,6(0),3(0),0,0,0,0,5,2,0,0,2,7,3,6,4,1,9,11,0,0,0,3,5,4,6,4,12,10,278,561,76%,85%,65,84,162,204,4/6,6/8,33,46,9,11,48,60,0 (0),0 (0),114.822,37.333,66.837,10.652,114.772,37.691,65.84,11.24,7.2,7.14,8 (28%),16 (55%),5 (17%),11 (31%),17 (47%),8 (22%),609,169,299,141,901,383,382,136,10,19,39,5,21,39,17,19,27,21,37,33,42,47,42,50,26,21,26,26,6,19,10,7,8,55,81,11,40,69,68,51,57,55,57,47,40,33,40,53,17,21,26,19,10,18,12,13,MARIO PASALIC,88,NICOLO' BARELLA,23,2.87,3.75,2.3
2021-2022,22,BOLOGNA,NAPOLI,17/01/2022,RENATO DALL'ARA STADIUM,18:30,LIVIO  MARINELLI,NICCOLO'  PAGLIARDINI,ANTONIO  VONO,JUAN LUCA  SACCHI,MICHAEL  FABBRI,STEFANO ALASSIO,0,2,A,SINISA MIHAJLOVIC,LUCIANO SPALLETTI,3-5-2,4-2-3-1,95’40,51’40,27’06,24’34,54%,20’08 (39%),11’14 (56%),8’54 (44%),31’32 (61%),18’56 (60%),12’36 (40%),2’21,2’15,3’57,1’26,5’01,5’08,7’29,4’57,6’07,6’14,3’58,2’47,12,14,5(0),5(2),1,0,0,0,3,4,1,1,6,6,3,5,1,3,8,11,0,2,0,2,10,11,1,4,9,10,316,550,80%,86%,67,109,161,261,2/9,0/0,21,26,8,9,62,72,0 (0),0 (0),109.221,33.939,66.478,8.802,108.496,35.09,64.797,8.608,6.69,6.57,5 (19%),14 (51%),8 (30%),5 (16%),18 (58%),8 (26%),634,216,270,148,874,255,439,180,1,27,32,8,25,49,35,39,23,43,30,18,39,49,42,26,29,29,20,27,13,12,10,8,9,41,44,10,39,53,37,22,41,74,74,40,45,62,72,31,48,42,27,21,15,8,14,5,MATTIAS SVANBERG,32,HIRVING LOZANO,11,4,3.4,1.9
2021-2022,22,MILAN,SPEZIA,17/01/2022,GIUSEPPE MEAZZA STADIUM,18:30,MARCO  SERRA,ALESSANDRO  CIPRESSA,MICHELE  GROSSI,SIMONE  SOZZA,DANIELE  DOVERI,MAURO VIVENZI,1,2,A,STEFANO PIOLI,THIAGO  MOTTA,4-2-3-1,4-3-3,98'48,48'03,24'36,23'27,49%,28'49 (60%),15'09 (53%),13'40 (47%),19'14 (40%),11'51 (62%),7'23 (38%),5'25,5'28,3'43,4'35,4'19,5'19,4'26,3'17,2'17,3'38,2'56,2'40,25,10,8(1),6(2),1,0,1,0,6,6,2,0,11,3,4,7,6,1,21,9,0,2,1,4,14,11,10,1,11,17,412,249,84%,76%,107,45,213,125,3/13,3/6,25,28,21,7,65,55,1 (0),0 (0),107.486,38.061,59.525,9.899,110.983,37.812,62.844,10.326,6.42,6.66,9 (16%),36 (63%),12 (21%),10 (25%),16 (40%),14 (35%),763,196,364,203,591,255,254,82,7,29,29,5,22,39,38,27,38,66,52,36,27,58,52,35,29,52,34,16,7,23,25,17,6,63,52,9,19,35,49,22,27,33,24,30,29,37,39,35,10,16,12,17,7,9,6,5,RAFAEL LEAO,17,EMMANUEL GYASI,11,1.33,5,9.5
2021-2022,22,FIORENTINA,GENOA,17/01/2022,ARTEMIO FRANCHI STADIUM,20:45,FABIO  MARESCA,GAMAL  MOKHTAR,DAVIDE  MIELE,ANTONIO  DI MARTINO,DANIELE  CHIFFI,FILIPPO MELI,6,0,H,VINCENZO ITALIANO,ABDOULAY KONKO,4-3-3,4-3-3,92'14,58'42,31'37,27'05,64%,43'25 (74%),23'44 (55%),19'41 (45%),15'17 (26%),14'56 (98%),0'21 (2%),7'23,8'01,8'46,7'03,6'58,5'14,2'56,2'29,2'02,4'12,2'00,1'38,22,3,12(6),0(0),0,0,3,0,9,0,0,0,6,3,0,6,4,0,16,2,2,0,1,2,9,3,4,0,10,11,669,197,91%,76%,159,22,298,59,5/11,2/4,43,20,14,2,53,46,1 (0),0 (0),109.526,36.626,62.755,10.144,108.401,33.175,66.576,8.649,6.99,6.9,22 (44%),11 (22%),17 (34%),4 (25%),8 (50%),4 (25%),925,248,432,245,445,228,160,57,8,22,33,11,26,53,58,37,33,103,78,36,39,51,62,30,33,37,59,31,18,16,25,26,13,43,40,8,23,47,33,21,21,25,33,8,19,29,19,6,14,8,5,8,3,6,4,9,CRISTIANO BIRAGHI,3,FELIPE CAICEDO,9,1.45,4.2,7.5
2021-2022,23,HELLAS VERONA,BOLOGNA,21/01/2022,MARCANTONIO BENTEGODI STADIUM,20:45,MATTEO  GARIGLIO,DARIO  CECCONI,FABRIZIO  LOMBARDO,MATTEO  MARCENARO,PIERO  GIACOMELLI,CHRISTIAN ROSSI,2,1,H,IGOR TUDOR,SINISA MIHAJLOVIC,3-4-2-1,5-3-2,97'05,48'59,24'38,24'21,50%,27'25 (56%),12'24 (45%),15'01 (55%),21'34 (44%),10'51 (50%),10'43 (50%),4'17,5'26,4'57,4'52,2'18,5'35,3'52,2'27,3'39,4'06,2'43,4'47,14,8,6(2),2(1),0,0,0,0,5,1,0,0,6,4,1,4,2,2,12,7,2,1,5,0,3,4,7,2,21,9,325,230,74%,65%,104,46,170,115,8/18,1/9,26,24,10,6,82,68,0 (0),0 (0),109.638,36.576,63.955,9.106,105.955,36.179,61.18,8.595,6.85,6.44,5 (20%),15 (60%),5 (20%),6 (33%),8 (45%),4 (22%),797,221,378,198,682,209,358,115,11,30,39,10,36,29,41,25,62,52,34,67,50,37,36,40,40,25,26,24,28,11,23,21,13,48,29,15,30,28,26,20,38,51,56,31,41,43,46,52,25,21,17,18,9,9,7,9,NIKOLA KALINIC,9,RICCARDO ORSOLINI,7,1.95,3.6,3.8
2021-2022,23,GENOA,UDINESE,22/01/2022,LUIGI FERRARIS STADIUM,15:00,DANIELE  DOVERI,DANIELE  BINDONI,GIUSEPPE  MACADDINO,ALBERTO  SANTORO,ALEANDRO  DI PAOLO,ORLANDO PAGNOTTA,0,0,D,ALEXANDER BLESSIN,GABRIELE CIOFFI,4-3-3,3-5-2,95'20,30'27,16'02,14'25,32%,15'31 (51%),9'24 (61%),6'07 (39%),14'56 (49%),10'12 (68%),4'44 (32%),3'03,2'34,3'01,2'48,1'59,2'06,2'04,2'22,2'58,2'12,1'19,4'01,10,2,3(0),0(0),3,0,0,0,3,0,0,0,3,2,0,3,4,0,8,1,0,0,1,0,8,11,10,4,27,17,179,184,58%,59%,53,31,111,72,6/10,1/3,25,19,8,1,76,72,0 (0),0 (0),99.684,37.326,54.688,7.669,95.027,38.896,49.338,6.792,6.15,5.95,8 (29%),8 (28%),12 (43%),7 (44%),3 (18%),6 (38%),662,164,314,184,654,267,298,89,8,28,14,11,22,41,21,19,36,61,33,33,52,33,39,27,33,32,18,21,29,24,16,11,10,29,54,25,21,39,48,41,37,47,48,47,28,19,43,29,15,7,17,16,15,3,7,9,MANOLO PORTANOVA,90,JEAN-VICTOR MAKENGO,6,3.5,3.3,2.15
2021-2022,23,INTER,VENEZIA,22/01/2022,GIUSEPPE MEAZZA STADIUM,18:00,MATTEO  MARCHETTI,MICHELE  LOMBARDI,PIETRO  DEI GIUDICI,ANDREA  COLOMBO,PAOLO SILVIO  MAZZOLENI,VITO MASTRODONATO,2,1,H,SIMONE INZAGHI,PAOLO ZANETTI,3-5-2,5-3-2,97'17,58'06,29'52,28'14,60%,40'39 (70%),10'11 (25%),30'28 (75%),17'27 (30%),13'16 (76%),4'11 (24%),7'09,5'20,7'25,6'18,8'41,5'46,3'08,5'10,1'40,2'58,1'48,2'43,24,3,12(2),3(1),2,0,1,0,9,2,0,0,4,0,2,10,8,0,19,2,1,1,2,1,4,9,6,0,13,9,596,208,88%,73%,239,24,455,58,11/25,3/7,24,27,18,1,64,60,0 (0),0 (0),112.863,38.259,64.129,10.473,113.252,36.097,68.801,8.353,6.94,7.12,21 (42%),11 (22%),18 (36%),6 (33%),5 (28%),7 (39%),952,102,475,375,554,322,186,46,1,16,18,0,12,17,24,14,35,46,62,37,60,66,92,77,52,50,70,92,27,35,29,20,15,75,74,24,27,40,32,35,23,27,27,34,19,28,12,16,10,8,10,7,3,2,5,1,EDIN DZEKO,9,THOMAS HENRY,14,1.1,9.5,21
2021-2022,23,LAZIO,ATALANTA,22/01/2022,OLIMPICO STADIUM,20:45,SIMONE  SOZZA,ALBERTO  TEGONI,MARCO  TRINCHIERI,NICCOLO'  BARONI,DAVIDE  MASSA,PASQUALE DE MEO,0,0,D,MAURIZIO SARRI,GIAN PIERO GASPERINI,4-3-3,3-4-2-1,93'08,58'52,29'53,28'59,63%,35'54 (61%),21'35 (60%),14'19 (40%),22'58 (39%),16'34 (72%),6'24 (28%),5'39,6'42,5'26,4'46,5'22,7'59,4'27,3'52,3'47,4'21,3'45,2'46,9,6,1(0),2(0),0,0,0,0,0,1,1,0,5,2,2,1,3,2,8,6,0,0,2,2,8,11,4,1,10,17,602,363,88%,82%,100,56,260,134,7/17,3/4,48,36,8,6,62,63,0 (0),0 (0),115.601,35.474,70.379,9.747,115.163,37.023,69.242,8.897,7.23,7.44,5 (18%),11 (39%),12 (43%),2 (13%),7 (47%),6 (40%),933,279,470,184,692,302,287,103,8,40,24,17,54,56,50,30,82,62,61,33,72,44,46,70,60,28,27,19,23,11,7,9,15,32,39,24,37,50,58,47,38,36,30,44,29,23,43,44,17,20,14,23,7,2,8,12,MATTIA ZACCAGNI,20,ALEKSEJ MIRANCHUK,59,3.2,3.5,2.2
2021-2022,23,CAGLIARI,FIORENTINA,23/01/2022,UNIPOL DOMUS STADIUM,12:30,GIANLUCA  AURELIANO,MAURO  GALETTO,DAMIANO  MARGANI,LIVIO  MARINELLI,FABIO  MARESCA,ORESTE MUTO,1,1,D,WALTER MAZZARRI,VINCENZO ITALIANO,3-5-2,4-3-3,97’37,40’57,20’33,20’24,42%,16’22 (40%),9’14 (56%),7’08 (44%),24’35 (60%),12’41 (52%),11’54 (48%),2’23,3’10,2’44,3’17,1’35,3’13,4’08,4’11,3’57,4’40,3’31,4’08,12,16,3(1),6(1),1,1,1,1,3,2,2,0,4,7,5,1,5,3,9,13,1,0,3,1,5,10,6,4,21,16,163,296,67%,77%,34,88,76,171,2/7,5/9,26,38,8,12,47,54,1 (0),1 (0),NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,NODATA,10 (43%),3 (14%),10 (43%),9 (36%),8 (32%),8 (32%),506,193,188,125,651,199,266,186,10,34,45,10,17,15,27,35,24,24,27,20,25,26,25,17,22,11,11,19,17,14,13,18,9,33,20,19,15,33,46,24,29,33,42,31,29,39,27,36,32,42,33,29,10,11,12,17,JOAO PEDRO,10,RICCARDO SOTTIL,33,5.25,4.1,1.61
2021-2022,23,NAPOLI,SALERNITANA,23/01/2022,Diego Armando MARADONA STADIUM,15:00,LUCA  PAIRETTO,SALVATORE  LONGO,MATTEO  BOTTEGONI,FRANCESCO  COSSO,LUCA  BANTI,GIOVANNI BACCINI,4,1,H,LUCIANO SPALLETTI,STEFANO COLANTUONO,4-2-3-1,3-5-2,93’29,56’01,25’33,30’28,60%,45’55 (82%),9’46 (21%),36’09 (79%),10’06 (18%),8’22 (83%),1’44 (17%),6’23,6’19,7’35,7’57,10’54,6’47,1’16,1’09,2’51,1’00,2’18,1’32,26,1,14(4),1(1),3,0,3,0,9,1,0,0,4,0,0,10,8,0,19,1,2,1,3,1,12,5,10,0,9,14,870,136,93%,65%,341,19,676,46,1/14,1/2,24,17,17,0,57,52,2 (2),0 (0),104.85,36.873,62.017,5.959,95.845,35.909,55.73,4.204,6.2,6.06,15 (26%),16 (28%),26 (46%),8 (62%),2 (15%),3 (23%),1155,81,620,454,413,255,132,26,3,13,45,10,11,18,22,9,39,61,66,38,72,148,142,54,79,128,87,50,32,31,24,23,4,62,67,5,11,32,52,22,13,13,31,25,10,2,9,29,3,3,4,7,2,2,2,3,DRIES MERTENS,14,FEDERICO BONAZZOLI,9,1.14,8,17
2021-2022,23,SPEZIA,SAMPDORIA,23/01/2022,ALBERTO PICCO STADIUM,15:00,GIANLUCA  MANGANIELLO,STEFANO  LIBERTI,DAVIDE   MORO,MANUEL  VOLPI,PAOLO  VALERI,ALESSANDRO LO CICERO,1,0,H,THIAGO  MOTTA,MARCO GIAMPAOLO,4-3-3,4-3-1-2,94'03,46'24,25'38,20'46,49%,19'28 (42%),13'20 (68%),6'08 (32%),26'56 (58%),17'23 (65%),9'33 (35%),3'23,3'31,3'28,2'20,2'36,4'10,5'38,5'49,3'49,3'13,2'58,5'29,7,8,2(1),0(0),1,0,0,0,2,0,0,1,3,5,0,1,2,3,4,7,1,0,1,2,4,6,2,4,24,12,254,395,72%,80%,47,54,104,149,3/7,3/13,35,32,3,7,54,51,0 (0),0 (0),106.57,36.999,62.229,7.341,105.022,36.027,61.247,7.747,6.97,6.78,5 (24%),10 (47%),6 (29%),8 (24%),11 (32%),15 (44%),585,242,229,114,735,229,387,119,12,36,43,11,20,36,38,46,31,33,26,34,35,19,30,21,21,25,20,16,12,5,8,7,6,31,20,12,22,39,57,42,49,79,68,32,53,49,37,20,32,17,13,18,11,12,3,13,DANIELE VERDE,10,FRANCESCO CAPUTO,10,2.7,3.3,2.62
